input2,input4,input6,input7,input8,input9,input11,input13,input16,input17
73923.04688,0.033527882,148919.7656,0.049165225,0.186692076,1.050519531,0.871849544,22.01115526,32.07050642,0.001580851
73923.04688,0.028782692,148919.7656,0.049165225,0.186692076,1.050519531,0.871849544,22.01115526,32.07050642,0.001580851
73923.04688,0.028782692,114908.2031,0.049165225,0.186692076,1.050519531,0.871849544,22.01115526,32.07050642,0.001580851
73923.04688,0.028782692,148919.7656,0.0453179,0.186692076,1.050519531,0.871849544,22.01115526,32.07050642,0.001580851
73923.04688,0.028782692,148919.7656,0.049165225,0.315147727,1.050519531,0.871849544,22.01115526,32.07050642,0.001580851
73923.04688,0.028782692,148919.7656,0.049165225,0.186692076,0.911285156,0.871849544,22.01115526,32.07050642,0.001580851
73923.04688,0.028782692,148919.7656,0.049165225,0.186692076,1.050519531,0.871849544,22.01115526,32.07050642,0.001580851
73923.04688,0.028782692,148919.7656,0.049165225,0.186692076,1.050519531,0.938237466,22.01115526,32.07050642,0.001580851
73923.04688,0.028782692,148919.7656,0.049165225,0.186692076,1.050519531,0.871849544,22.01115526,32.07050642,0.001580851
73923.04688,0.028782692,148919.7656,0.049165225,0.186692076,1.050519531,0.871849544,24.91408436,32.07050642,0.001580851
73923.04688,0.028782692,148919.7656,0.049165225,0.186692076,1.050519531,0.871849544,22.01115526,32.07050642,0.001580851
73923.04688,0.028782692,148919.7656,0.049165225,0.186692076,1.050519531,0.871849544,22.01115526,32.07050642,0.001580851
73923.04688,0.028782692,148919.7656,0.049165225,0.186692076,1.050519531,0.871849544,22.01115526,42.82900502,0.001580851
73923.04688,0.028782692,148919.7656,0.049165225,0.186692076,1.050519531,0.871849544,22.01115526,32.07050642,0.001998815
73923.04688,0.028782692,148919.7656,0.049165225,0.186692076,1.050519531,0.871849544,22.01115526,32.07050642,0.001580851
73923.04688,0.028782692,148919.7656,0.049165225,0.186692076,1.050519531,0.871849544,22.01115526,32.07050642,0.001580851
98898.04688,0.021257492,64868.20313,0.0224129,0.192443821,1.045285156,0.591394446,39.7680123,30.23650134,0.001200315
98898.04688,0.021257492,64868.20313,0.0224129,0.192443821,1.045285156,0.591394446,39.7680123,30.23650134,0.001200315
113883.0469,0.021257492,64868.20313,0.0224129,0.192443821,1.045285156,0.591394446,39.7680123,30.23650134,0.001200315
98898.04688,0.021257492,64868.20313,0.0224129,0.192443821,1.045285156,0.591394446,39.7680123,30.23650134,0.001200315
98898.04688,0.016512302,64868.20313,0.0224129,0.192443821,1.045285156,0.591394446,39.7680123,30.23650134,0.001200315
98898.04688,0.021257492,64868.20313,0.0224129,0.192443821,1.045285156,0.591394446,39.7680123,30.23650134,0.001200315
98898.04688,0.021257492,98879.76563,0.0224129,0.192443821,1.045285156,0.591394446,39.7680123,30.23650134,0.001200315
98898.04688,0.021257492,64868.20313,0.026260225,0.192443821,1.045285156,0.591394446,39.7680123,30.23650134,0.001200315
98898.04688,0.021257492,64868.20313,0.0224129,0.309395982,1.045285156,0.591394446,39.7680123,30.23650134,0.001200315
98898.04688,0.021257492,64868.20313,0.0224129,0.192443821,0.916519531,0.591394446,39.7680123,30.23650134,0.001200315
98898.04688,0.021257492,64868.20313,0.0224129,0.192443821,1.045285156,0.591394446,39.7680123,30.23650134,0.001200315
98898.04688,0.021257492,64868.20313,0.0224129,0.192443821,1.045285156,0.525006524,39.7680123,30.23650134,0.001200315
98898.04688,0.021257492,64868.20313,0.0224129,0.192443821,1.045285156,0.591394446,39.7680123,30.23650134,0.001200315
98898.04688,0.021257492,64868.20313,0.0224129,0.192443821,1.045285156,0.591394446,38.37180044,30.23650134,0.001200315
98898.04688,0.021257492,64868.20313,0.0224129,0.192443821,1.045285156,0.591394446,39.7680123,30.23650134,0.001200315
98898.04688,0.021257492,64868.20313,0.0224129,0.192443821,1.045285156,0.591394446,39.7680123,30.23650134,0.001200315
98898.04688,0.021257492,64868.20313,0.0224129,0.192443821,1.045285156,0.591394446,39.7680123,44.15309034,0.001200315
98898.04688,0.021257492,64868.20313,0.0224129,0.192443821,1.045285156,0.591394446,39.7680123,30.23650134,0.000782351
98898.04688,0.021257492,64868.20313,0.0224129,0.192443821,1.045285156,0.591394446,39.7680123,30.23650134,0.001200315
113883.0469,0.016512302,98879.76563,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
98898.04688,0.016512302,98879.76563,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
113883.0469,0.016512302,98879.76563,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
113883.0469,0.021257492,98879.76563,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
113883.0469,0.016512302,98879.76563,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
113883.0469,0.016512302,64868.20313,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
113883.0469,0.016512302,98879.76563,0.0224129,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
113883.0469,0.016512302,98879.76563,0.026260225,0.192443821,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
113883.0469,0.016512302,98879.76563,0.026260225,0.309395982,1.045285156,0.525006524,38.37180044,44.15309034,0.000782351
113883.0469,0.016512302,98879.76563,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
113883.0469,0.016512302,98879.76563,0.026260225,0.309395982,0.916519531,0.591394446,38.37180044,44.15309034,0.000782351
113883.0469,0.016512302,98879.76563,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
113883.0469,0.016512302,98879.76563,0.026260225,0.309395982,0.916519531,0.525006524,39.7680123,44.15309034,0.000782351
113883.0469,0.016512302,98879.76563,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
113883.0469,0.016512302,98879.76563,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
113883.0469,0.016512302,98879.76563,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,30.23650134,0.000782351
113883.0469,0.016512302,98879.76563,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.001200315
113883.0469,0.016512302,98879.76563,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
113883.0469,0.016512302,98879.76563,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
38958.04688,0.027392687,89888.20313,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
38958.04688,0.027392687,89888.20313,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
53943.04688,0.027392687,89888.20313,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
38958.04688,0.027392687,89888.20313,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
38958.04688,0.010377107,89888.20313,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
38958.04688,0.027392687,89888.20313,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
38958.04688,0.027392687,123899.7656,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
38958.04688,0.027392687,89888.20313,0.060617725,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
38958.04688,0.027392687,89888.20313,0.0567704,0.248044029,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
38958.04688,0.027392687,89888.20313,0.0567704,0.131091868,0.983519531,0.417972936,33.49416933,37.24349906,0.000801065
38958.04688,0.027392687,89888.20313,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
38958.04688,0.027392687,89888.20313,0.0567704,0.131091868,0.978285156,0.698428034,33.49416933,37.24349906,0.000801065
38958.04688,0.027392687,89888.20313,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
38958.04688,0.027392687,89888.20313,0.0567704,0.131091868,0.978285156,0.417972936,31.71555439,37.24349906,0.000801065
38958.04688,0.027392687,89888.20313,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
38958.04688,0.027392687,89888.20313,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
38958.04688,0.027392687,89888.20313,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,38.64716709,0.000801065
38958.04688,0.027392687,89888.20313,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.001181601
38958.04688,0.027392687,89888.20313,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
53943.04688,0.010377107,123899.7656,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
38958.04688,0.010377107,123899.7656,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
53943.04688,0.010377107,123899.7656,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
53943.04688,0.027392687,123899.7656,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
53943.04688,0.010377107,123899.7656,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
53943.04688,0.010377107,89888.20313,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
53943.04688,0.010377107,123899.7656,0.0567704,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
53943.04688,0.010377107,123899.7656,0.060617725,0.131091868,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
53943.04688,0.010377107,123899.7656,0.060617725,0.248044029,0.978285156,0.698428034,31.71555439,38.64716709,0.001181601
53943.04688,0.010377107,123899.7656,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
53943.04688,0.010377107,123899.7656,0.060617725,0.248044029,0.983519531,0.417972936,31.71555439,38.64716709,0.001181601
53943.04688,0.010377107,123899.7656,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
53943.04688,0.010377107,123899.7656,0.060617725,0.248044029,0.983519531,0.698428034,33.49416933,38.64716709,0.001181601
53943.04688,0.010377107,123899.7656,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
53943.04688,0.010377107,123899.7656,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
53943.04688,0.010377107,123899.7656,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,37.24349906,0.001181601
53943.04688,0.010377107,123899.7656,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.000801065
53943.04688,0.010377107,123899.7656,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
53943.04688,0.010377107,123899.7656,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
78918.04688,0.015122297,139928.2031,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
78918.04688,0.015122297,139928.2031,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
93903.04688,0.015122297,139928.2031,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
78918.04688,0.015122297,139928.2031,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
78918.04688,0.022647497,139928.2031,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
78918.04688,0.015122297,139928.2031,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
78918.04688,0.015122297,73859.76563,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
78918.04688,0.015122297,139928.2031,0.037712725,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
78918.04688,0.015122297,139928.2031,0.0338654,0.125340123,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
78918.04688,0.015122297,139928.2031,0.0338654,0.253795774,0.849519531,0.764815956,45.54777147,19.21189205,0.001599565
78918.04688,0.015122297,139928.2031,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
78918.04688,0.015122297,139928.2031,0.0338654,0.253795774,0.844285156,0.351585014,45.54777147,19.21189205,0.001599565
78918.04688,0.015122297,139928.2031,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
78918.04688,0.015122297,139928.2031,0.0338654,0.253795774,0.844285156,0.764815956,43.86536751,19.21189205,0.001599565
78918.04688,0.015122297,139928.2031,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
78918.04688,0.015122297,139928.2031,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
78918.04688,0.015122297,139928.2031,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,22.62138086,0.001599565
78918.04688,0.015122297,139928.2031,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001980101
78918.04688,0.015122297,139928.2031,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
93903.04688,0.022647497,73859.76563,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
78918.04688,0.022647497,73859.76563,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
93903.04688,0.022647497,73859.76563,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
93903.04688,0.015122297,73859.76563,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
93903.04688,0.022647497,73859.76563,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
93903.04688,0.022647497,139928.2031,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
93903.04688,0.022647497,73859.76563,0.0338654,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
93903.04688,0.022647497,73859.76563,0.037712725,0.253795774,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
93903.04688,0.022647497,73859.76563,0.037712725,0.125340123,0.844285156,0.351585014,43.86536751,22.62138086,0.001980101
93903.04688,0.022647497,73859.76563,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
93903.04688,0.022647497,73859.76563,0.037712725,0.125340123,0.849519531,0.764815956,43.86536751,22.62138086,0.001980101
93903.04688,0.022647497,73859.76563,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
93903.04688,0.022647497,73859.76563,0.037712725,0.125340123,0.849519531,0.351585014,45.54777147,22.62138086,0.001980101
93903.04688,0.022647497,73859.76563,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
93903.04688,0.022647497,73859.76563,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
93903.04688,0.022647497,73859.76563,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,19.21189205,0.001980101
93903.04688,0.022647497,73859.76563,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001599565
93903.04688,0.022647497,73859.76563,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
93903.04688,0.022647497,73859.76563,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
48948.04688,0.0120547,127418.2031,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
48948.04688,0.0120547,127418.2031,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
63933.04688,0.0120547,127418.2031,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
48948.04688,0.0120547,127418.2031,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
48948.04688,0.03185029,127418.2031,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
48948.04688,0.0120547,127418.2031,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
48948.04688,0.0120547,61349.76563,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
48948.04688,0.0120547,127418.2031,0.031986475,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
48948.04688,0.0120547,127418.2031,0.06249665,0.217368052,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
48948.04688,0.0120547,127418.2031,0.06249665,0.100415892,0.950019531,0.331262181,29.65456865,25.66240872,0.00179919
48948.04688,0.0120547,127418.2031,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
48948.04688,0.0120547,127418.2031,0.06249665,0.100415892,0.944785156,0.785138789,29.65456865,25.66240872,0.00179919
48948.04688,0.0120547,127418.2031,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
48948.04688,0.0120547,127418.2031,0.06249665,0.100415892,0.944785156,0.331262181,35.25546679,25.66240872,0.00179919
48948.04688,0.0120547,127418.2031,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
48948.04688,0.0120547,127418.2031,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
48948.04688,0.0120547,127418.2031,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,35.56315854,0.00179919
48948.04688,0.0120547,127418.2031,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.000981976
48948.04688,0.0120547,127418.2031,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
63933.04688,0.03185029,61349.76563,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
48948.04688,0.03185029,61349.76563,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
63933.04688,0.03185029,61349.76563,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
63933.04688,0.0120547,61349.76563,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
63933.04688,0.03185029,61349.76563,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
63933.04688,0.03185029,127418.2031,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
63933.04688,0.03185029,61349.76563,0.06249665,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
63933.04688,0.03185029,61349.76563,0.031986475,0.100415892,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
63933.04688,0.03185029,61349.76563,0.031986475,0.217368052,0.944785156,0.785138789,35.25546679,35.56315854,0.000981976
63933.04688,0.03185029,61349.76563,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
63933.04688,0.03185029,61349.76563,0.031986475,0.217368052,0.950019531,0.331262181,35.25546679,35.56315854,0.000981976
63933.04688,0.03185029,61349.76563,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
63933.04688,0.03185029,61349.76563,0.031986475,0.217368052,0.950019531,0.785138789,29.65456865,35.56315854,0.000981976
63933.04688,0.03185029,61349.76563,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
63933.04688,0.03185029,61349.76563,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
63933.04688,0.03185029,61349.76563,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,25.66240872,0.000981976
63933.04688,0.03185029,61349.76563,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.00179919
63933.04688,0.03185029,61349.76563,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
63933.04688,0.03185029,61349.76563,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
88908.04688,0.02432509,77378.20313,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
88908.04688,0.02432509,77378.20313,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
103893.0469,0.02432509,77378.20313,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
88908.04688,0.02432509,77378.20313,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
88908.04688,0.0195799,77378.20313,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
88908.04688,0.02432509,77378.20313,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
88908.04688,0.02432509,111389.7656,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
88908.04688,0.02432509,77378.20313,0.054891475,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
88908.04688,0.02432509,77378.20313,0.03959165,0.094664146,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
88908.04688,0.02432509,77378.20313,0.03959165,0.223119798,0.816019531,0.678105201,42.46675524,40.16164893,0.00100069
88908.04688,0.02432509,77378.20313,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
88908.04688,0.02432509,77378.20313,0.03959165,0.223119798,0.810785156,0.438295769,42.46675524,40.16164893,0.00100069
88908.04688,0.02432509,77378.20313,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
88908.04688,0.02432509,77378.20313,0.03959165,0.223119798,0.810785156,0.678105201,49.07164618,40.16164893,0.00100069
88908.04688,0.02432509,77378.20313,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
88908.04688,0.02432509,77378.20313,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
88908.04688,0.02432509,77378.20313,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,12.49125931,0.00100069
88908.04688,0.02432509,77378.20313,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.001780476
88908.04688,0.02432509,77378.20313,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
103893.0469,0.0195799,111389.7656,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
88908.04688,0.0195799,111389.7656,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
103893.0469,0.0195799,111389.7656,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
103893.0469,0.02432509,111389.7656,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
103893.0469,0.0195799,111389.7656,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
103893.0469,0.0195799,77378.20313,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
103893.0469,0.0195799,111389.7656,0.03959165,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
103893.0469,0.0195799,111389.7656,0.054891475,0.223119798,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
103893.0469,0.0195799,111389.7656,0.054891475,0.094664146,0.810785156,0.438295769,49.07164618,12.49125931,0.001780476
103893.0469,0.0195799,111389.7656,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
103893.0469,0.0195799,111389.7656,0.054891475,0.094664146,0.816019531,0.678105201,49.07164618,12.49125931,0.001780476
103893.0469,0.0195799,111389.7656,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
103893.0469,0.0195799,111389.7656,0.054891475,0.094664146,0.816019531,0.438295769,42.46675524,12.49125931,0.001780476
103893.0469,0.0195799,111389.7656,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
103893.0469,0.0195799,111389.7656,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
103893.0469,0.0195799,111389.7656,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,40.16164893,0.001780476
103893.0469,0.0195799,111389.7656,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.00100069
103893.0469,0.0195799,111389.7656,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
103893.0469,0.0195799,111389.7656,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
68928.04688,0.018189895,102398.2031,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
68928.04688,0.018189895,102398.2031,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
43953.04688,0.018189895,102398.2031,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
68928.04688,0.018189895,102398.2031,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
