h2_ratio,Pmeoh,Tmeoh,reactor_mode,recycle_ratio,Vmeoh
3.457265625,9362.304688,252.0703125,0.232421875,0.989306641,17.46941041
3.457265625,9362.304688,252.0703125,0.232421875,0.989306641,13.26948718
3.464296875,9540.039063,269.3671875,0.728515625,0.985224609,18.18831619
3.408046875,8956.054688,266.8359375,0.732421875,0.986298828,19.32343058
3.527578125,8651.367188,259.2421875,0.228515625,0.988232422,16.10727315
3.351796875,9971.679688,258.8203125,0.076171875,0.989091797,13.57218435
3.225234375,7432.617188,268.5234375,0.533203125,0.989951172,17.5450847
3.527578125,7204.101563,259.2421875,0.228515625,0.988232422,16.10727315
3.527578125,7204.101563,259.2421875,0.228515625,0.988232422,18.26399048
