h2_ratio,Tmeoh,recycle_ratio,n_trays1,feed_loc1
2.620546875,235.1953125,0.969111328,48.05367188,0.922094298
2.620546875,260.0859375,0.969111328,48.05367188,0.922094298
2.620546875,235.1953125,0.969111328,48.05367188,0.922094298
2.620546875,235.1953125,0.946123047,48.05367188,0.922094298
2.620546875,235.1953125,0.969111328,48.05367188,0.922094298
2.620546875,235.1953125,0.969111328,48.05367188,0.922094298
2.620546875,235.1953125,0.969111328,48.05367188,0.922094298
2.620546875,235.1953125,0.969111328,48.05367188,0.922094298
2.620546875,235.1953125,0.969111328,48.05367188,0.922094298
2.620546875,235.1953125,0.969111328,70.23023438,0.922094298
2.620546875,235.1953125,0.969111328,48.05367188,0.922094298
2.620546875,235.1953125,0.969111328,48.05367188,0.68810307
2.620546875,235.1953125,0.969111328,48.05367188,0.922094298
2.620546875,260.0859375,0.946123047,70.23023438,0.68810307
3.534609375,260.0859375,0.946123047,70.23023438,0.68810307
3.534609375,235.1953125,0.946123047,70.23023438,0.68810307
3.534609375,260.0859375,0.946123047,70.23023438,0.68810307
3.534609375,260.0859375,0.969111328,70.23023438,0.68810307
3.534609375,260.0859375,0.946123047,70.23023438,0.68810307
3.534609375,260.0859375,0.946123047,70.23023438,0.68810307
3.534609375,260.0859375,0.946123047,70.23023438,0.68810307
3.534609375,260.0859375,0.946123047,70.23023438,0.68810307
3.534609375,260.0859375,0.946123047,70.23023438,0.68810307
3.534609375,260.0859375,0.946123047,48.05367188,0.68810307
3.534609375,260.0859375,0.946123047,70.23023438,0.68810307
3.534609375,260.0859375,0.946123047,70.23023438,0.922094298
3.534609375,260.0859375,0.946123047,70.23023438,0.68810307
3.534609375,260.0859375,0.946123047,70.23023438,0.68810307
2.845546875,194.6953125,0.975986328,60.87867187,0.729111842
3.759609375,194.6953125,0.975986328,60.87867187,0.729111842
2.845546875,194.6953125,0.975986328,60.87867187,0.729111842
2.845546875,246.5859375,0.975986328,60.87867187,0.729111842
2.845546875,194.6953125,0.975986328,60.87867187,0.729111842
2.845546875,194.6953125,0.980498047,60.87867187,0.729111842
2.845546875,194.6953125,0.975986328,60.87867187,0.729111842
2.845546875,194.6953125,0.975986328,60.87867187,0.729111842
2.845546875,194.6953125,0.975986328,60.87867187,0.729111842
2.845546875,194.6953125,0.975986328,60.87867187,0.729111842
2.845546875,194.6953125,0.975986328,74.50523437,0.729111842
2.845546875,194.6953125,0.975986328,60.87867187,0.729111842
2.845546875,194.6953125,0.975986328,60.87867187,0.803892544
2.845546875,194.6953125,0.975986328,60.87867187,0.729111842
2.845546875,246.5859375,0.980498047,74.50523437,0.803892544
3.759609375,246.5859375,0.980498047,74.50523437,0.803892544
3.759609375,194.6953125,0.980498047,74.50523437,0.803892544
3.759609375,246.5859375,0.980498047,74.50523437,0.803892544
3.759609375,246.5859375,0.975986328,74.50523437,0.803892544
3.759609375,246.5859375,0.980498047,74.50523437,0.803892544
3.759609375,246.5859375,0.980498047,74.50523437,0.803892544
3.759609375,246.5859375,0.980498047,74.50523437,0.803892544
3.759609375,246.5859375,0.980498047,74.50523437,0.803892544
3.759609375,246.5859375,0.980498047,74.50523437,0.803892544
3.759609375,246.5859375,0.980498047,60.87867187,0.803892544
3.759609375,246.5859375,0.980498047,74.50523437,0.803892544
3.759609375,246.5859375,0.980498047,74.50523437,0.729111842
3.759609375,246.5859375,0.980498047,74.50523437,0.803892544
3.759609375,246.5859375,0.980498047,74.50523437,0.803892544
3.745546875,248.6953125,0.948486328,43.77867188,0.883497807
2.859609375,248.6953125,0.948486328,43.77867188,0.883497807
3.745546875,248.6953125,0.948486328,43.77867188,0.883497807
3.745546875,192.5859375,0.948486328,43.77867188,0.883497807
3.745546875,248.6953125,0.948486328,43.77867188,0.883497807
3.745546875,248.6953125,0.952998047,43.77867188,0.883497807
3.745546875,248.6953125,0.948486328,43.77867188,0.883497807
3.745546875,248.6953125,0.948486328,43.77867188,0.883497807
3.745546875,248.6953125,0.948486328,43.77867188,0.883497807
3.745546875,248.6953125,0.948486328,43.77867188,0.883497807
3.745546875,248.6953125,0.948486328,43.77867188,0.883497807
3.745546875,248.6953125,0.948486328,57.40523437,0.883497807
3.745546875,248.6953125,0.948486328,43.77867188,0.883497807
3.745546875,248.6953125,0.948486328,43.77867188,0.649506579
3.745546875,248.6953125,0.948486328,43.77867188,0.883497807
3.745546875,192.5859375,0.952998047,57.40523437,0.649506579
2.859609375,192.5859375,0.952998047,57.40523437,0.649506579
2.859609375,248.6953125,0.952998047,57.40523437,0.649506579
2.859609375,192.5859375,0.952998047,57.40523437,0.649506579
2.859609375,192.5859375,0.948486328,57.40523437,0.649506579
2.859609375,192.5859375,0.952998047,57.40523437,0.649506579
2.859609375,192.5859375,0.952998047,57.40523437,0.649506579
2.859609375,192.5859375,0.952998047,57.40523437,0.649506579
2.859609375,192.5859375,0.952998047,57.40523437,0.649506579
2.859609375,192.5859375,0.952998047,57.40523437,0.649506579
2.859609375,192.5859375,0.952998047,43.77867188,0.649506579
2.859609375,192.5859375,0.952998047,57.40523437,0.649506579
2.859609375,192.5859375,0.952998047,57.40523437,0.883497807
2.859609375,192.5859375,0.952998047,57.40523437,0.649506579
2.859609375,192.5859375,0.952998047,57.40523437,0.649506579
3.295546875,221.6953125,0.962236328,52.32867188,0.65191886
2.409609375,221.6953125,0.962236328,52.32867188,0.65191886
3.295546875,221.6953125,0.962236328,52.32867188,0.65191886
3.295546875,219.5859375,0.962236328,52.32867188,0.65191886
3.295546875,221.6953125,0.962236328,52.32867188,0.65191886
3.295546875,221.6953125,0.966748047,52.32867188,0.65191886
3.295546875,221.6953125,0.962236328,52.32867188,0.65191886
3.295546875,221.6953125,0.962236328,52.32867188,0.65191886
3.295546875,221.6953125,0.962236328,52.32867188,0.65191886
3.295546875,221.6953125,0.962236328,52.32867188,0.65191886
3.295546875,221.6953125,0.962236328,52.32867188,0.65191886
3.295546875,221.6953125,0.962236328,65.95523438,0.65191886
3.295546875,221.6953125,0.962236328,52.32867188,0.65191886
3.295546875,221.6953125,0.962236328,52.32867188,0.881085526
3.295546875,221.6953125,0.962236328,52.32867188,0.65191886
3.295546875,219.5859375,0.966748047,65.95523438,0.881085526
2.409609375,219.5859375,0.966748047,65.95523438,0.881085526
2.409609375,221.6953125,0.966748047,65.95523438,0.881085526
2.409609375,219.5859375,0.966748047,65.95523438,0.881085526
2.409609375,219.5859375,0.962236328,65.95523438,0.881085526
2.409609375,219.5859375,0.966748047,65.95523438,0.881085526
2.409609375,219.5859375,0.966748047,65.95523438,0.881085526
2.409609375,219.5859375,0.966748047,65.95523438,0.881085526
2.409609375,219.5859375,0.966748047,65.95523438,0.881085526
2.409609375,219.5859375,0.966748047,52.32867188,0.881085526
2.409609375,219.5859375,0.966748047,65.95523438,0.881085526
2.409609375,219.5859375,0.966748047,65.95523438,0.65191886
2.409609375,219.5859375,0.966748047,65.95523438,0.881085526
2.409609375,219.5859375,0.966748047,65.95523438,0.881085526
2.395546875,275.6953125,0.989736328,69.42867187,0.806304825
3.309609375,275.6953125,0.989736328,69.42867187,0.806304825
2.395546875,275.6953125,0.989736328,69.42867187,0.806304825
2.395546875,273.5859375,0.989736328,69.42867187,0.806304825
2.395546875,275.6953125,0.989736328,69.42867187,0.806304825
2.395546875,275.6953125,0.994248047,69.42867187,0.806304825
2.395546875,275.6953125,0.989736328,69.42867187,0.806304825
2.395546875,275.6953125,0.989736328,69.42867187,0.806304825
2.395546875,275.6953125,0.989736328,69.42867187,0.806304825
2.395546875,275.6953125,0.989736328,69.42867187,0.806304825
2.395546875,275.6953125,0.989736328,69.42867187,0.806304825
2.395546875,275.6953125,0.989736328,48.85523437,0.806304825
2.395546875,275.6953125,0.989736328,69.42867187,0.806304825
2.395546875,275.6953125,0.989736328,69.42867187,0.726699561
2.395546875,275.6953125,0.989736328,69.42867187,0.806304825
2.395546875,273.5859375,0.994248047,48.85523437,0.726699561
3.309609375,273.5859375,0.994248047,48.85523437,0.726699561
3.309609375,275.6953125,0.994248047,48.85523437,0.726699561
3.309609375,273.5859375,0.994248047,48.85523437,0.726699561
3.309609375,273.5859375,0.989736328,48.85523437,0.726699561
3.309609375,273.5859375,0.994248047,48.85523437,0.726699561
3.309609375,273.5859375,0.994248047,48.85523437,0.726699561
3.309609375,273.5859375,0.994248047,48.85523437,0.726699561
3.309609375,273.5859375,0.994248047,48.85523437,0.726699561
3.309609375,273.5859375,0.994248047,48.85523437,0.726699561
3.309609375,273.5859375,0.994248047,69.42867187,0.726699561
3.309609375,273.5859375,0.994248047,48.85523437,0.726699561
3.309609375,273.5859375,0.994248047,48.85523437,0.806304825
3.309609375,273.5859375,0.994248047,48.85523437,0.726699561
3.309609375,273.5859375,0.994248047,48.85523437,0.726699561
2.508046875,228.4453125,0.958798828,67.29117188,0.864199561
2.747109375,228.4453125,0.958798828,67.29117188,0.864199561
2.508046875,228.4453125,0.958798828,67.29117188,0.864199561
2.508046875,212.8359375,0.958798828,67.29117188,0.864199561
2.508046875,228.4453125,0.958798828,67.29117188,0.864199561
2.508046875,228.4453125,0.977060547,67.29117188,0.864199561
2.508046875,228.4453125,0.958798828,67.29117188,0.864199561
2.508046875,228.4453125,0.958798828,67.29117188,0.864199561
2.508046875,228.4453125,0.958798828,67.29117188,0.864199561
2.508046875,228.4453125,0.958798828,67.29117188,0.864199561
2.508046875,228.4453125,0.958798828,67.29117188,0.864199561
2.508046875,228.4453125,0.958798828,55.26773437,0.864199561
2.508046875,228.4453125,0.958798828,67.29117188,0.864199561
2.508046875,228.4453125,0.958798828,67.29117188,0.745997807
2.508046875,228.4453125,0.958798828,67.29117188,0.864199561
2.508046875,212.8359375,0.977060547,55.26773437,0.745997807
2.747109375,212.8359375,0.977060547,55.26773437,0.745997807
2.747109375,228.4453125,0.977060547,55.26773437,0.745997807
2.747109375,212.8359375,0.977060547,55.26773437,0.745997807
2.747109375,212.8359375,0.958798828,55.26773437,0.745997807
2.747109375,212.8359375,0.977060547,55.26773437,0.745997807
2.747109375,212.8359375,0.977060547,55.26773437,0.745997807
2.747109375,212.8359375,0.977060547,55.26773437,0.745997807
2.747109375,212.8359375,0.977060547,55.26773437,0.745997807
2.747109375,212.8359375,0.977060547,55.26773437,0.745997807
2.747109375,212.8359375,0.977060547,67.29117188,0.745997807
2.747109375,212.8359375,0.977060547,55.26773437,0.745997807
2.747109375,212.8359375,0.977060547,55.26773437,0.864199561
2.747109375,212.8359375,0.977060547,55.26773437,0.745997807
2.747109375,212.8359375,0.977060547,55.26773437,0.745997807
3.408046875,282.4453125,0.986298828,50.19117187,0.709813596
3.647109375,282.4453125,0.986298828,50.19117187,0.709813596
3.408046875,282.4453125,0.986298828,50.19117187,0.709813596
3.408046875,266.8359375,0.986298828,50.19117187,0.709813596
3.408046875,282.4453125,0.986298828,50.19117187,0.709813596
3.408046875,282.4453125,0.949560547,50.19117187,0.709813596
3.408046875,282.4453125,0.986298828,50.19117187,0.709813596
3.408046875,282.4453125,0.986298828,50.19117187,0.709813596
3.408046875,282.4453125,0.986298828,50.19117187,0.709813596
3.408046875,282.4453125,0.986298828,50.19117187,0.709813596
3.408046875,282.4453125,0.986298828,50.19117187,0.709813596
3.408046875,282.4453125,0.986298828,72.36773438,0.709813596
3.408046875,282.4453125,0.986298828,50.19117187,0.709813596
3.408046875,282.4453125,0.986298828,50.19117187,0.900383772
3.408046875,282.4453125,0.986298828,50.19117187,0.709813596
3.408046875,266.8359375,0.949560547,72.36773438,0.900383772
3.647109375,266.8359375,0.949560547,72.36773438,0.900383772
3.647109375,282.4453125,0.949560547,72.36773438,0.900383772
3.647109375,266.8359375,0.949560547,72.36773438,0.900383772
3.647109375,266.8359375,0.986298828,72.36773438,0.900383772
3.647109375,266.8359375,0.949560547,72.36773438,0.900383772
3.647109375,266.8359375,0.949560547,72.36773438,0.900383772
3.647109375,266.8359375,0.949560547,72.36773438,0.900383772
3.647109375,266.8359375,0.949560547,72.36773438,0.900383772
3.647109375,266.8359375,0.949560547,72.36773438,0.900383772
3.647109375,266.8359375,0.949560547,50.19117187,0.900383772
3.647109375,266.8359375,0.949560547,72.36773438,0.900383772
3.647109375,266.8359375,0.949560547,72.36773438,0.709813596
3.647109375,266.8359375,0.949560547,72.36773438,0.900383772
3.647109375,266.8359375,0.949560547,72.36773438,0.900383772
3.858046875,201.4453125,0.972548828,41.64117188,0.787006579
3.197109375,201.4453125,0.972548828,41.64117188,0.787006579
3.858046875,201.4453125,0.972548828,41.64117188,0.787006579
3.858046875,293.8359375,0.972548828,41.64117188,0.787006579
3.858046875,201.4453125,0.972548828,41.64117188,0.787006579
3.858046875,201.4453125,0.963310547,41.64117188,0.787006579
3.858046875,201.4453125,0.972548828,41.64117188,0.787006579
3.858046875,201.4453125,0.972548828,41.64117188,0.787006579
3.858046875,201.4453125,0.972548828,41.64117188,0.787006579
3.858046875,201.4453125,0.972548828,41.64117188,0.787006579
3.858046875,201.4453125,0.972548828,41.64117188,0.787006579
3.858046875,201.4453125,0.972548828,46.71773438,0.787006579
3.858046875,201.4453125,0.972548828,41.64117188,0.787006579
3.858046875,201.4453125,0.972548828,41.64117188,0.668804825
3.858046875,201.4453125,0.972548828,41.64117188,0.787006579
3.858046875,293.8359375,0.963310547,46.71773438,0.668804825
3.197109375,293.8359375,0.963310547,46.71773438,0.668804825
3.197109375,201.4453125,0.963310547,46.71773438,0.668804825
3.197109375,293.8359375,0.963310547,46.71773438,0.668804825
3.197109375,293.8359375,0.972548828,46.71773438,0.668804825
3.197109375,293.8359375,0.963310547,46.71773438,0.668804825
3.197109375,293.8359375,0.963310547,46.71773438,0.668804825
3.197109375,293.8359375,0.963310547,46.71773438,0.668804825
3.197109375,293.8359375,0.963310547,46.71773438,0.668804825
3.197109375,293.8359375,0.963310547,46.71773438,0.668804825
3.197109375,293.8359375,0.963310547,41.64117188,0.668804825
3.197109375,293.8359375,0.963310547,46.71773438,0.668804825
3.197109375,293.8359375,0.963310547,46.71773438,0.787006579
3.197109375,293.8359375,0.963310547,46.71773438,0.668804825
3.197109375,293.8359375,0.963310547,46.71773438,0.668804825
2.958046875,255.4453125,0.945048828,58.74117187,0.632620614
2.297109375,255.4453125,0.945048828,58.74117187,0.632620614
2.958046875,255.4453125,0.945048828,58.74117187,0.632620614
2.958046875,239.8359375,0.945048828,58.74117187,0.632620614
2.958046875,255.4453125,0.945048828,58.74117187,0.632620614
2.958046875,255.4453125,0.990810547,58.74117187,0.632620614
2.958046875,255.4453125,0.945048828,58.74117187,0.632620614
2.958046875,255.4453125,0.945048828,58.74117187,0.632620614
2.958046875,255.4453125,0.945048828,58.74117187,0.632620614
2.958046875,255.4453125,0.945048828,58.74117187,0.632620614
2.958046875,255.4453125,0.945048828,58.74117187,0.632620614
2.958046875,255.4453125,0.945048828,63.81773438,0.632620614
2.958046875,255.4453125,0.945048828,58.74117187,0.632620614
2.958046875,255.4453125,0.945048828,58.74117187,0.823190789
2.958046875,255.4453125,0.945048828,58.74117187,0.632620614
2.958046875,239.8359375,0.990810547,63.81773438,0.823190789
2.297109375,239.8359375,0.990810547,63.81773438,0.823190789
2.297109375,255.4453125,0.990810547,63.81773438,0.823190789
2.297109375,239.8359375,0.990810547,63.81773438,0.823190789
2.297109375,239.8359375,0.945048828,63.81773438,0.823190789
2.297109375,239.8359375,0.990810547,63.81773438,0.823190789
2.297109375,239.8359375,0.990810547,63.81773438,0.823190789
2.297109375,239.8359375,0.990810547,63.81773438,0.823190789
2.297109375,239.8359375,0.990810547,63.81773438,0.823190789
2.297109375,239.8359375,0.990810547,63.81773438,0.823190789
2.297109375,239.8359375,0.990810547,58.74117187,0.823190789
2.297109375,239.8359375,0.990810547,63.81773438,0.823190789
2.297109375,239.8359375,0.990810547,63.81773438,0.632620614
2.297109375,239.8359375,0.990810547,63.81773438,0.823190789
2.297109375,239.8359375,0.990810547,63.81773438,0.823190789
2.733046875,295.9453125,0.951923828,45.91617187,0.82560307
2.522109375,295.9453125,0.951923828,45.91617187,0.82560307
2.733046875,295.9453125,0.951923828,45.91617187,0.82560307
2.733046875,226.3359375,0.951923828,45.91617187,0.82560307
2.733046875,295.9453125,0.951923828,45.91617187,0.82560307
2.733046875,295.9453125,0.956435547,45.91617187,0.82560307
2.733046875,295.9453125,0.951923828,45.91617187,0.82560307
2.733046875,295.9453125,0.951923828,45.91617187,0.82560307
2.733046875,295.9453125,0.951923828,45.91617187,0.82560307
2.733046875,295.9453125,0.951923828,45.91617187,0.82560307
2.733046875,295.9453125,0.951923828,45.91617187,0.82560307
2.733046875,295.9453125,0.951923828,59.54273437,0.82560307
2.733046875,295.9453125,0.951923828,45.91617187,0.82560307
2.733046875,295.9453125,0.951923828,45.91617187,0.630208333
2.733046875,295.9453125,0.951923828,45.91617187,0.82560307
2.733046875,226.3359375,0.956435547,59.54273437,0.630208333
2.522109375,226.3359375,0.956435547,59.54273437,0.630208333
2.522109375,295.9453125,0.956435547,59.54273437,0.630208333
2.522109375,226.3359375,0.956435547,59.54273437,0.630208333
2.522109375,226.3359375,0.951923828,59.54273437,0.630208333
2.522109375,226.3359375,0.956435547,59.54273437,0.630208333
2.522109375,226.3359375,0.956435547,59.54273437,0.630208333
2.522109375,226.3359375,0.956435547,59.54273437,0.630208333
2.522109375,226.3359375,0.956435547,59.54273437,0.630208333
2.522109375,226.3359375,0.956435547,59.54273437,0.630208333
2.522109375,226.3359375,0.956435547,45.91617187,0.630208333
2.522109375,226.3359375,0.956435547,59.54273437,0.630208333
2.522109375,226.3359375,0.956435547,59.54273437,0.82560307
2.522109375,226.3359375,0.956435547,59.54273437,0.630208333
2.522109375,226.3359375,0.956435547,59.54273437,0.630208333
3.633046875,241.9453125,0.979423828,63.01617188,0.671217105
3.422109375,241.9453125,0.979423828,63.01617188,0.671217105
3.633046875,241.9453125,0.979423828,63.01617188,0.671217105
3.633046875,280.3359375,0.979423828,63.01617188,0.671217105
3.633046875,241.9453125,0.979423828,63.01617188,0.671217105
3.633046875,241.9453125,0.983935547,63.01617188,0.671217105
3.633046875,241.9453125,0.979423828,63.01617188,0.671217105
3.633046875,241.9453125,0.979423828,63.01617188,0.671217105
3.633046875,241.9453125,0.979423828,63.01617188,0.671217105
3.633046875,241.9453125,0.979423828,63.01617188,0.671217105
3.633046875,241.9453125,0.979423828,63.01617188,0.671217105
3.633046875,241.9453125,0.979423828,42.44273438,0.671217105
3.633046875,241.9453125,0.979423828,63.01617188,0.671217105
3.633046875,241.9453125,0.979423828,63.01617188,0.784594298
3.633046875,241.9453125,0.979423828,63.01617188,0.671217105
3.633046875,280.3359375,0.983935547,42.44273438,0.784594298
3.422109375,280.3359375,0.983935547,42.44273438,0.784594298
3.422109375,241.9453125,0.983935547,42.44273438,0.784594298
3.422109375,280.3359375,0.983935547,42.44273438,0.784594298
3.422109375,280.3359375,0.979423828,42.44273438,0.784594298
3.422109375,280.3359375,0.983935547,42.44273438,0.784594298
3.422109375,280.3359375,0.983935547,42.44273438,0.784594298
3.422109375,280.3359375,0.983935547,42.44273438,0.784594298
3.422109375,280.3359375,0.983935547,42.44273438,0.784594298
3.422109375,280.3359375,0.983935547,42.44273438,0.784594298
3.422109375,280.3359375,0.983935547,63.01617188,0.784594298
3.422109375,280.3359375,0.983935547,42.44273438,0.784594298
3.422109375,280.3359375,0.983935547,42.44273438,0.671217105
3.422109375,280.3359375,0.983935547,42.44273438,0.784594298
3.422109375,280.3359375,0.983935547,42.44273438,0.784594298
3.183046875,268.9453125,0.993173828,71.56617188,0.902796053
3.872109375,268.9453125,0.993173828,71.56617188,0.902796053
3.183046875,268.9453125,0.993173828,71.56617188,0.902796053
3.183046875,253.3359375,0.993173828,71.56617188,0.902796053
3.183046875,268.9453125,0.993173828,71.56617188,0.902796053
3.183046875,268.9453125,0.970185547,71.56617188,0.902796053
3.183046875,268.9453125,0.993173828,71.56617188,0.902796053
3.183046875,268.9453125,0.993173828,71.56617188,0.902796053
3.183046875,268.9453125,0.993173828,71.56617188,0.902796053
3.183046875,268.9453125,0.993173828,71.56617188,0.902796053
3.183046875,268.9453125,0.993173828,71.56617188,0.902796053
3.183046875,268.9453125,0.993173828,68.09273437,0.902796053
3.183046875,268.9453125,0.993173828,71.56617188,0.902796053
3.183046875,268.9453125,0.993173828,71.56617188,0.707401316
3.183046875,268.9453125,0.993173828,71.56617188,0.902796053
3.183046875,253.3359375,0.970185547,68.09273437,0.707401316
3.872109375,253.3359375,0.970185547,68.09273437,0.707401316
3.872109375,268.9453125,0.970185547,68.09273437,0.707401316
3.872109375,253.3359375,0.970185547,68.09273437,0.707401316
3.872109375,253.3359375,0.993173828,68.09273437,0.707401316
3.872109375,253.3359375,0.970185547,68.09273437,0.707401316
3.872109375,253.3359375,0.970185547,68.09273437,0.707401316
3.872109375,253.3359375,0.970185547,68.09273437,0.707401316
3.872109375,253.3359375,0.970185547,68.09273437,0.707401316
3.872109375,253.3359375,0.970185547,68.09273437,0.707401316
3.872109375,253.3359375,0.970185547,71.56617188,0.707401316
3.872109375,253.3359375,0.970185547,68.09273437,0.707401316
3.872109375,253.3359375,0.970185547,68.09273437,0.902796053
3.872109375,253.3359375,0.970185547,68.09273437,0.707401316
3.872109375,253.3359375,0.970185547,68.09273437,0.707401316
2.283046875,214.9453125,0.965673828,54.46617188,0.748410088
2.972109375,214.9453125,0.965673828,54.46617188,0.748410088
2.283046875,214.9453125,0.965673828,54.46617188,0.748410088
2.283046875,199.3359375,0.965673828,54.46617188,0.748410088
2.283046875,214.9453125,0.965673828,54.46617188,0.748410088
2.283046875,214.9453125,0.942685547,54.46617188,0.748410088
2.283046875,214.9453125,0.965673828,54.46617188,0.748410088
2.283046875,214.9453125,0.965673828,54.46617188,0.748410088
2.283046875,214.9453125,0.965673828,54.46617188,0.748410088
2.283046875,214.9453125,0.965673828,54.46617188,0.748410088
2.283046875,214.9453125,0.965673828,54.46617188,0.748410088
2.283046875,214.9453125,0.965673828,50.99273438,0.748410088
2.283046875,214.9453125,0.965673828,54.46617188,0.748410088
2.283046875,214.9453125,0.965673828,54.46617188,0.861787281
2.283046875,214.9453125,0.965673828,54.46617188,0.748410088
2.283046875,199.3359375,0.942685547,50.99273438,0.861787281
