samples,DME flowrate,Carbon efficiency,CAPEX,OPEX,LCP,Energy efficiency
17708,2.008156085,49.04741658,164074227.6,110933123.3,2.251326297,63.1972454
17709,2.008154398,49.04737556,163074445.2,111926496.3,2.26647371,61.4164997
17710,2.008155727,49.04742276,164107277.9,110256561.1,2.239695652,63.06817221
17711,2.008155918,49.04740736,164074188.5,110125464.2,2.237361493,63.19725374
17712,3.500208264,85.49639655,113616449.3,172167410.2,1.840294818,73.35090617
17713,3.107668831,75.88241238,113033178.4,155979360.8,1.891112456,72.93201783
17714,3.50483665,85.6115989,114374550.3,171727668.1,1.834390254,73.94650861
17715,3.499836173,85.48773592,113647645.9,172174211.8,1.840594305,73.33706909
17716,3.34823034,81.79504429,133344865.3,172410875.9,1.950382642,70.79495375
17717,3.222224403,78.70693186,130940680.8,169865890.7,1.996185437,70.77868974
17718,3.489611732,85.2378837,114699050.8,172203824.5,1.847510655,73.14013792
17719,3.503967136,85.58855972,119275248.8,171812200.0,1.841387311,74.06128585
17720,3.500189686,85.49595692,111723932.3,170840610.4,1.82493742,74.75204794
17721,3.50020823,85.49640117,114987699.2,171459992.6,1.834875008,74.19114094
17722,3.500191093,85.49598356,113033119.3,170844359.6,1.826499358,74.80048145
17723,3.500203918,85.49629462,113715296.2,174789793.9,1.866426476,70.59587994
17724,3.500193455,85.49604838,113007101.5,171319180.7,1.831178076,74.26355368
17725,3.500206353,85.4963541,113615923.3,189497639.9,2.012211955,73.35083533
17726,3.500205926,85.49634398,113615938.8,171305966.5,1.831749887,73.35082615
17727,3.500206062,85.49634711,113615927.0,173489931.2,1.853414842,73.35082917
17728,3.500163331,85.49529961,113672145.9,169864246.2,1.817535558,75.95959067
17729,3.50020397,85.49629706,113616661.3,172167325.1,1.840296477,73.35093341
17730,3.022572227,73.84410874,153212310.2,180618736.9,2.281617627,74.05104886
17731,2.576747035,62.94227844,157135157.3,162728517.8,2.441514436,71.98425312
17732,2.748940016,67.14283316,143014690.9,163502156.7,2.277400657,74.95439907
17733,2.966688484,72.44457939,123240174.3,163932425.3,2.088095248,79.11704118
17734,3.032360683,74.05649154,128126824.3,166081427.4,2.074052828,78.30168194
17735,2.72238322,66.49585073,145812945.5,163470274.9,2.303402148,74.42609429
17736,2.719292222,66.42009131,142328196.9,163642207.9,2.302989285,73.95763076
17737,2.722191255,66.49116503,147367195.4,164392600.7,2.317657693,73.34198625
17738,2.72218118,66.49092351,143756687.6,164141169.2,2.30904981,73.48493563
17739,2.722152773,66.49021793,144566389.2,165023827.9,2.321545729,72.44943979
17740,2.722157949,66.49035487,146084363.9,162969273.1,2.297608937,75.07196561
17741,2.722174179,66.49074022,145362394.5,163689366.0,2.305698579,74.12282348
17742,2.722184236,66.490998,145418984.6,148126649.2,2.107268035,74.4207824
17743,2.722184053,66.49099447,145418986.4,164316535.9,2.313774731,74.42077831
17744,2.722184066,66.49099477,145418986.4,163408609.3,2.302193862,74.42077893
17745,2.722183451,66.49097915,143755028.7,167818941.8,2.355956431,69.21585922
17746,2.722159401,66.49038752,145417699.7,163397603.6,2.302072411,74.49275248
17747,2.722184406,66.49098963,145418947.3,163455092.3,2.302786419,74.42077535
17748,2.113843567,51.65242345,287004817.2,114198264.0,2.429581363,47.51118149
17749,2.074912633,50.69768615,264729646.1,108057712.0,2.328624768,49.81883272
17750,2.308177026,56.39990271,274527289.4,115131880.8,2.217023669,50.97534478
17751,2.879624425,70.37392698,238945394.0,120123784.5,1.786862805,59.0789403
17752,1.575592975,38.49762054,321170544.2,109521587.5,3.244945831,38.21674056
17753,3.426693901,83.76069275,289886372.2,141553093.3,1.779361646,57.93461498
17754,2.528762047,61.79606445,270554689.9,116442076.2,2.035214785,54.91969933
17755,2.113032836,51.63254964,285861725.2,114322420.6,2.430347408,47.39984098
17756,2.11380284,51.65139977,284187558.2,113432772.0,2.411618142,47.87957153
17757,2.113831718,51.65213123,280715627.9,115651723.8,2.441335345,46.58818885
17758,2.113833236,51.65214252,286541068.5,114820968.6,2.438927137,47.15787508
17759,2.113840623,51.65235008,288391861.9,113450949.2,2.419985432,47.95986311
17760,2.113842367,51.65229177,287499032.7,115087857.6,2.445148853,47.03239747
17761,2.1138342,51.65216793,286998015.8,137127997.8,2.806226954,47.51143919
17762,2.113831838,51.65213519,286999172.5,113335811.3,2.415417134,47.51135299
17763,2.113831856,51.65213564,286999177.0,112294009.4,2.398304277,47.51135367
17764,2.113836432,51.65224698,282716186.5,118316513.2,2.488962066,45.24596671
17765,2.113818077,51.65179784,287000504.7,114196299.3,2.429570067,47.51160426
17766,3.643966676,89.08181084,258495546.4,169856343.0,1.907825687,58.58281084
17767,3.499403106,85.54903338,254028161.7,158266656.9,1.866436454,61.27798415
17768,3.335707149,81.51094059,261295070.4,158992604.0,1.974471234,58.13425346
17769,3.795086923,92.80108076,164883448.7,156146896.9,1.605822948,65.57516549
17770,2.104639244,51.42386346,259941623.8,129185590.5,2.635022653,49.05699085
17771,3.430543861,83.83299049,246203903.4,158570210.6,1.897670727,59.69312856
17772,3.558794443,86.97203309,226726515.5,157817168.5,1.799614375,61.90041885
17773,3.557485896,86.93993335,229868788.2,160770787.7,1.832707052,60.4741236
17774,3.55746432,86.93941465,227517170.8,156782232.3,1.791092316,62.4210335
17775,3.557462972,86.93939793,226043454.9,156750937.8,1.789098004,62.40805956
17776,3.557461267,86.93934253,223149210.8,160979292.1,1.827051152,60.25136088
17777,3.557442311,86.9389662,225358716.3,157522326.3,1.795852467,61.99984533
17778,3.557464751,86.93943704,225406958.1,137106716.2,1.596632249,61.74129111
17779,3.557464654,86.93942392,225406693.3,158897190.9,1.809315397,61.741303
17780,3.55746483,86.93942823,225406687.0,156408145.5,1.785021262,61.74130473
17781,3.557416197,86.93823686,229922193.4,153614412.7,1.762954265,64.14552731
17782,3.557467256,86.93948706,225406645.1,158036006.0,1.800908529,61.7412159
17783,3.557464701,86.93942508,225406693.3,158035742.4,1.800907305,61.74130373
17784,2.873810985,70.21658873,186595984.1,195664466.0,2.628888683,42.50219594
17785,2.649849826,64.7374895,176103875.2,180877633.1,2.641170745,42.80138966
17786,2.950364484,72.0871951,183096245.2,197583814.1,2.578427075,43.02345298
17787,2.770041396,67.68282538,192933385.2,193136750.4,2.705016653,41.77374726
17788,2.341087794,57.20878701,217541758.1,182726651.3,3.089124038,38.40430796
17789,3.594184835,87.83220844,155365324.7,217043468.6,2.273083623,45.9750276
17790,2.877129295,70.29761914,186678524.8,195753434.6,2.627047389,42.52594323
17791,2.874815493,70.24120035,187859661.1,195536989.4,2.628223195,42.56785021
17792,2.873833861,70.2171201,185547322.0,194672003.6,2.615388402,42.77992926
17793,2.873802931,70.2163776,185378203.9,195457260.4,2.624664269,42.54837902
17794,2.873802834,70.21640459,186614438.0,195321490.9,2.624778393,42.60134538
17795,2.873805335,70.21643398,185111313.7,162149877.8,2.221853008,54.97784127
17796,2.87380047,70.21631356,186730262.8,195670311.2,2.629159493,42.50180081
17797,2.873800395,70.21631174,186730256.4,146627452.5,2.03660725,42.50179971
17798,2.873800444,70.21631293,186730262.8,197373175.2,2.649734092,42.50180033
17799,2.873800401,70.21631189,186730262.8,179039965.9,2.428226135,42.50179993
17800,2.87381845,70.21675448,186796728.3,148262890.0,2.056448572,62.64598094
17801,2.873806018,70.21645021,186613879.3,195646584.5,2.628702574,42.50744941
17802,3.23785634,79.13133344,190984765.8,104177655.7,1.357751186,68.53525759
17803,2.939046028,71.81544221,185367929.1,97155680.27,1.405039804,68.5092117
17804,3.038607853,74.24556969,174172272.8,97193405.77,1.344406958,70.21006881
17805,3.325206457,81.2357208,145310237.8,97299797.95,1.194243766,75.10222006
17806,2.142054,52.34117032,210240698.9,91073896.94,1.876584903,57.21238236
17807,2.982457678,72.87573003,180160197.5,97178679.18,1.377734792,69.23304935
17808,2.981392409,72.84961311,179473663.5,97242454.13,1.378030648,69.10122232
17809,2.982428545,72.8751139,180889758.1,97860104.69,1.386679257,68.46113092
17810,2.982435826,72.8751938,180851053.1,96993583.27,1.376534696,69.4847325
17811,2.982453525,72.87566933,179522452.2,97394489.81,1.379377107,68.94846886
17812,2.982423443,72.87488975,176868365.3,99639242.87,1.401895614,66.28870188
17813,2.982439578,72.87528135,180290271.1,97146325.95,1.377544364,69.27687821
17814,2.982436145,72.87519856,180271637.0,141350977.1,1.892161401,69.23000742
17815,2.982435122,72.87517292,180271614.3,95482099.45,1.358145586,69.22997309
17816,2.982435113,72.87517268,180271614.3,97319115.96,1.379532576,69.22997301
17817,2.982433567,72.87513424,173818134.5,108376033.0,1.499435534,57.86786701
17818,2.982432,72.87509706,180291651.5,97146117.22,1.377547322,69.27701202
17819,2.982436135,72.87519859,180271630.6,97184956.07,1.377970204,69.23000644
17820,2.745717639,67.05007605,128883160.8,68081763.88,1.052400584,73.08095856
17821,3.851263975,94.25068099,184032224.7,91214494.44,1.017260279,67.51823557
17822,2.752339045,67.21124167,128715137.5,68080875.07,1.049608592,73.24537181
17823,2.725226448,66.55143187,130804941.5,68070418.48,1.06304517,72.65063568
17824,2.642716779,64.53518617,140513914.5,67748968.81,1.106995286,71.2899103
17825,2.517430058,61.48193894,140978976.3,65799479.91,1.135952578,70.23064373
17826,2.745385989,67.04200275,129077123.6,68083338.11,1.052835772,73.07934094
17827,2.742720028,66.97659515,124844813.7,68312961.43,1.050472624,72.55291679
17828,2.745773083,67.05147251,133400543.6,69531959.4,1.077428007,71.61474171
17829,2.745708081,67.04984634,129263449.8,66951097.16,1.038670716,74.44468253
17830,2.745707747,67.0498375,128858085.7,67742229.24,1.048073374,73.47869149
17831,2.745703398,67.04973186,128605193.1,69129240.65,1.065239563,71.86405264
17832,2.7457169,67.05006314,128882332.7,68081548.07,1.052396908,73.08117125
17833,2.745709811,67.04988794,128882997.9,132539337.5,1.867533254,73.08146868
17834,2.745709845,67.04988875,128882997.9,69784004.71,1.073929852,73.08146847
17835,2.745709801,67.04988768,128882997.9,68703139.02,1.060261251,73.08146806
17836,2.745709806,67.04988827,130177163.5,87581645.26,1.300921019,55.73681324
17837,2.745708057,67.04984615,128882427.3,68080992.89,1.052393417,73.08158315
17838,2.509148275,61.27433655,143613603.8,171763250.4,2.610337555,44.04934747
17839,3.316968776,81.0718865,214527757.1,243565140.4,2.813431861,41.20086585
17840,3.086375491,75.42850878,228220275.9,238265921.5,2.982109398,39.91140269
17841,3.58101121,87.55655677,199745398.6,249849068.0,2.650080595,42.52069544
17842,3.635686404,88.89801626,203703565.5,253406844.4,2.648645777,42.24540383
17843,3.282298048,80.2237158,216740901.7,242804560.5,2.837854056,41.00552577
17844,3.315297167,81.03157581,222171635.1,243015924.0,2.818501749,41.41287711
17845,3.311604757,80.94100975,211777600.6,241276462.1,2.790605134,41.74228469
17846,3.311634993,80.94178773,210478974.2,241885817.2,2.795369364,41.55649391
17847,3.311632404,80.94171927,215470603.5,243861386.4,2.822232717,41.06443762
17848,3.311645288,80.94203913,213146457.2,221131590.4,2.58104012,48.32430207
17849,3.311626349,80.9415743,215072777.0,243426025.4,2.817183193,41.17915913
17850,3.31163195,80.94171138,215188064.0,138221619.7,1.714259803,41.1626728
17851,3.311632001,80.94171263,215188055.8,241788025.3,2.800146045,41.16267278
17852,3.311631907,80.94171035,215188062.2,238512360.3,2.76580102,41.16267299
17853,3.311629095,80.94163992,217264816.0,193386817.7,2.29522254,61.78535827
17854,3.31164744,80.94208991,215022897.2,243486122.5,2.817733932,41.16246314
17855,3.311632236,80.94171891,215188081.3,243490893.9,2.818000331,41.16267469
17856,2.509418942,61.2843037,136243350.0,152252673.6,2.328114295,67.94307152
17857,3.17107233,77.47087577,158977441.4,194133545.2,2.330167948,65.92667463
17858,2.56097261,62.53927536,132208989.6,152823430.5,2.282561735,68.65569424
17859,2.37511186,58.01019051,146105082.8,151351669.9,2.463526048,65.47860551
17860,2.509420207,61.28431115,136242776.7,152253039.3,2.32811725,67.9427544
17861,2.300151873,56.17706357,145082337.4,149260832.3,2.51043431,65.21616998
17862,2.555369661,62.40472497,132788345.7,152629405.1,2.285854786,68.70268043
17863,2.508719556,61.2672073,135490785.4,152393386.3,2.329487427,67.77470886
17864,2.509376645,61.2833251,134632507.1,149972596.9,2.293986052,69.96412173
17865,2.509419232,61.28428897,139279390.3,151375515.7,2.32091136,68.8319382
17866,2.509415891,61.28420361,136075912.7,153017705.1,2.338430564,67.26841087
17867,2.509421515,61.28434316,135631890.9,153464467.1,2.343885404,66.86941389
17868,2.509420545,61.28436325,136277031.8,152244962.4,2.328060851,67.95106543
17869,2.509420036,61.28432851,136243437.3,105526081.2,1.68156916,67.94278031
17870,2.509420176,61.2843104,136242885.0,155558563.2,2.373855165,67.94279054
17871,2.509420158,61.28430993,136242885.0,152712045.3,2.334468623,67.9427889
17872,2.509407757,61.28400612,135387656.0,155266786.3,2.368439674,65.35428099
17873,2.509437026,61.28473674,135851742.4,151689259.5,2.319665289,68.43135116
17874,2.30027049,56.18022104,144063312.1,115510590.3,1.99904348,58.18889725
17875,2.822904372,68.96651671,173100618.6,140580062.7,1.979250889,55.97614276
17876,3.064246353,74.85919451,159420521.3,143995981.1,1.843863023,58.61176699
17877,3.018972731,73.75516365,162068018.8,143570378.0,1.870195883,58.0264408
17878,3.306072118,80.77198543,148496141.4,148718297.1,1.745111724,60.48709749
17879,2.98872527,73.01655256,163264715.3,143145606.3,1.885821386,57.69040791
17880,3.019817305,73.77586957,162618992.0,143461043.8,1.869159819,58.10828329
17881,3.018969781,73.7550455,164175476.0,145439563.0,1.894542913,57.13945328
17882,3.018972624,73.75516121,160747482.4,143995359.8,1.873299839,57.78879024
17883,3.018966756,73.75502804,162668693.5,142192982.2,1.855169138,58.73764486
17884,3.018980192,73.75534801,162478003.9,133156852.2,1.750975953,63.77865407
17885,3.018920508,73.75387726,162108819.6,143673728.7,1.871472046,57.97440253
17886,3.018972231,73.75515128,162068018.8,206770550.5,2.597082783,58.02643007
17887,3.018972796,73.75516529,162068020.7,140264819.3,1.832177501,58.02644203
17888,3.018972751,73.75516415,162068018.8,142645184.5,1.859554908,58.02644134
17889,3.018979864,73.75533978,162545716.1,130684034.6,1.722626978,65.31540475
17890,3.018909477,73.7536564,162201356.6,143791351.3,1.872956745,57.9171579
17891,3.018971586,73.75513478,162068023.4,143570377.5,1.870196592,58.02641893
17892,2.478479172,60.55320904,282311170.1,132715219.4,2.323829062,53.30138575
17893,2.076170055,50.70883593,214607950.8,102917195.3,2.142783769,60.21842965
17894,2.427221668,59.30141483,286757509.2,132644505.4,2.379362737,52.38747859
17895,3.859955175,94.37217788,126986398.6,132988089.1,1.330469033,75.98405589
17896,2.478463118,60.55282576,282301726.1,132713255.8,2.323801063,53.30221261
17897,1.685907476,41.18896438,279929130.4,120647749.4,3.16199885,43.6868804
17898,2.443280441,59.69282774,286766743.9,132648173.6,2.363791617,52.72735085
17899,2.481329908,60.62309971,286684541.8,132563001.4,2.326217558,53.59800293
17900,2.478476933,60.55316296,282967678.6,133220500.5,2.331990214,52.95087029
17901,2.478463818,60.55284208,284734619.3,132374482.6,2.323057808,53.61993702
17902,2.478509347,60.55396625,285211757.7,131692145.5,2.314241204,54.14440933
17903,2.478467604,60.55293521,285405211.0,131592719.6,2.313205608,54.22421425
17904,2.478466233,60.55290475,282323195.7,132715027.2,2.323858289,53.30159268
17905,2.478463384,60.55283165,282301703.3,203471691.8,3.315096494,53.30221629
17906,2.478463465,60.55283368,282301703.3,130890191.9,2.298260348,53.30221781
17907,2.478463479,60.55283402,282301703.3,132689878.8,2.323473186,53.3022182
17908,2.478466098,60.55289777,280757772.8,133435187.6,2.331371553,52.73721735
17909,2.478505577,60.55381133,282325717.3,132802747.2,2.325054449,53.23847708
17910,3.547705897,86.69792029,154329851.1,197245240.0,2.107903325,75.39131722
17911,2.555465256,62.39688126,128900005.8,145091768.6,2.177146425,75.86031046
17912,1.332952781,32.56005983,231856076.3,139094583.4,4.33270305,48.4962738
17913,2.575433104,62.88198993,127410526.0,145208081.8,2.159475976,76.20328276
17914,2.772047511,67.6649527,117113497.4,147490139.3,2.019744607,78.22103064
17915,2.576055216,62.8971932,127599368.3,145205332.6,2.159216389,76.23571015
17916,2.572435193,62.80849156,121644603.1,145394852.7,2.155372058,75.57977564
17917,2.575404748,62.88124826,124930135.3,144592643.1,2.147274268,76.9001856
17918,2.575432914,62.88198779,129759743.8,144964116.7,2.1599072,76.64726197
17919,2.575437549,62.88205791,127177960.0,146250712.5,2.173160774,74.83830772
17920,2.575435998,62.88206272,126552881.9,147176925.5,2.184659483,73.646182
17921,2.575440563,62.88216902,127389384.9,145205796.2,2.159405428,76.20545266
17922,2.575431989,62.88197114,127410528.7,96636263.55,1.504626982,76.20323221
17923,2.575433613,62.88200537,127410475.9,147031176.3,2.184054589,76.2032563
17924,2.575433809,62.88201017,127410501.4,144995101.0,2.15660392,76.20327539
17925,2.575459489,62.88264208,127560878.0,144982096.4,2.156645223,76.51164132
17926,2.575415056,62.88154872,127242307.0,144931847.2,2.15550047,76.56103702
17927,2.575433185,62.88198446,127410365.8,145208070.5,2.159475502,76.20328765
17928,3.793944624,92.79467515,176032771.5,204947218.2,2.064912935,52.62163984
17929,3.773212334,92.26702047,168839370.7,201005804.1,2.032213404,53.13473587
17930,3.893714844,95.30007821,173512855.9,206216418.8,2.020681467,53.24936018
17931,3.758727498,91.91526919,178321172.1,204621555.6,2.083734656,52.35898761
17932,3.793944089,92.79465016,176034777.1,204943849.3,2.064884551,52.62354286
17933,3.873343102,94.79165961,175266550.5,206944311.9,2.039680878,52.60432144
17934,3.790637214,92.712764,176170299.8,204912107.6,2.066540973,52.59841168
17935,3.790124241,92.70100082,170783947.9,205127994.3,2.063002336,52.35703173
17936,3.793923738,92.7941635,174983127.4,204754370.7,2.062030986,52.7070027
17937,3.793943876,92.79464507,177193857.8,204368325.0,2.060863463,52.97090441
17938,3.793943338,92.7946267,175838970.6,204715606.1,2.062585584,52.74669793
17939,3.793939504,92.79453956,175371591.9,190589929.3,1.932806718,62.02466916
17940,3.79395303,92.7948662,176084781.6,205096488.6,2.066330391,52.53991109
17941,3.793943621,92.79463898,176034758.9,208126386.1,2.094011404,52.62353281
17942,3.793944065,92.79464967,176034778.9,205685093.8,2.071668444,52.62354377
17943,3.793944102,92.79465056,176034785.3,217180855.2,2.176877777,52.62354469
17944,3.793940306,92.79455917,175960542.0,183420154.4,1.867821494,68.13465081
17945,3.793956275,92.79494462,176307357.6,205111405.6,2.066704411,52.53640445
17946,3.841782468,93.99776205,180428555.6,188604962.5,1.896165122,69.23253105
17947,3.827182244,93.61019558,167570271.0,184558414.9,1.852983828,70.34534227
17948,3.920927716,95.99261424,161708964.7,185184862.7,1.808131616,71.52913878
17949,3.824648092,93.55591092,171530430.9,184856626.5,1.861141876,70.20639383
17950,3.716503181,90.87230326,174735990.5,182665440.6,1.898344569,69.7447345
17951,3.833449179,93.77512819,170940189.4,184894645.4,1.856585341,70.32813795
17952,3.82848969,93.65009591,176205043.6,184407194.1,1.860178094,70.69167273
17953,3.82465511,93.55608074,172276389.7,185378304.4,1.866669988,69.88403889
17954,3.824648312,93.55591437,170123118.6,185065105.5,1.86153375,70.03492397
17955,3.82465002,93.55595721,171419478.2,185173985.7,1.86390378,69.99634782
17956,3.824651134,93.55598423,169688752.0,187747256.3,1.88541918,68.31868467
17957,3.824653985,93.55604741,171594968.1,184420638.8,1.857249703,70.49492003
17958,3.824650145,93.55596123,171530437.3,181758884.2,1.83301792,70.20643516
17959,3.824650037,93.55595858,171530430.9,184115376.6,1.854411466,70.20643198
17960,3.824649965,93.55595681,171530424.5,183263365.7,1.846676483,70.20642958
17961,3.824647712,93.55589984,167873553.1,198281369.0,1.979119586,62.31825983
17962,3.824624605,93.55532053,171414364.0,184403494.5,1.856915734,70.50112677
17963,3.82464895,93.55594071,171530596.5,184856630.2,1.861141669,70.20641335
17964,2.892786544,70.66380591,152708528.7,88671013.93,1.279620911,69.39880746
17965,2.81260835,68.70123283,149687176.7,86808198.51,1.2887207,69.62339985
17966,2.82371423,68.97641069,154794544.5,88259035.37,1.308869373,68.22186213
17967,1.049568302,25.64137383,265171933.4,73476786.51,3.461204205,34.45462533
17968,2.892806518,70.66439766,152714891.4,88672204.44,1.279635336,69.39844946
17969,2.980868614,72.8150393,147969943.0,89677110.37,1.247045211,70.368446
17970,2.892792992,70.66406676,152560021.3,88666091.56,1.279349599,69.3983002
17971,2.894101178,70.69613913,154171298.2,88372855.66,1.277523851,69.75519885
17972,2.892791114,70.6639195,151305315.1,87777098.22,1.266910855,70.17449407
17973,2.892808026,70.66443448,152305980.2,89028908.66,1.283339663,69.06052679
17974,2.892806597,70.66440144,152709127.5,88555809.45,1.278230091,69.50457362
17975,2.892806253,70.66439083,152306204.0,89732259.69,1.291783055,68.43102063
17976,2.892782505,70.66377249,151331125.4,87114805.37,1.259001478,70.79763805
17977,2.892799254,70.66411716,152707100.0,91064931.99,1.308347434,69.39838945
17978,2.892806507,70.66439748,152714932.4,84284829.3,1.226973938,69.3984483
17979,2.892807095,70.6644116,152714891.4,88126955.01,1.273090478,69.39846007
17980,2.892827826,70.66491995,152994057.6,87831531.0,1.269929003,70.18424463
17981,2.892795024,70.66402251,151560915.9,87707521.35,1.266434375,70.24794279
17982,1.213394044,29.64284762,259529204.5,75592439.78,3.035466328,39.02934068
17983,1.107660239,27.05981002,259599989.7,73806933.64,3.269512245,37.09501559
17984,2.837679532,69.31328747,144951610.4,82282855.76,1.215155831,72.2983937
17985,1.194037095,29.16955382,253482668.5,74006569.79,3.017905639,39.55758254
17986,1.088898927,26.6013947,253636879.9,72696375.2,3.26809704,37.23695645
17987,1.227411522,29.98496037,251308167.1,74222138.68,2.934718822,40.37524096
17988,1.193518377,29.15685217,252668706.3,74043541.34,3.017511396,39.47881765
17989,1.194040631,29.16966,254271037.9,74019135.65,3.02095493,39.57342121
17990,1.194034552,29.16948915,254778736.9,73829238.39,3.017182291,39.76389328
17991,1.19403526,29.16951873,253371329.1,74057736.07,3.019017877,39.50744604
17992,1.194036162,29.16953009,254089172.6,73833475.61,3.014946099,39.73595489
17993,1.194034936,29.16948968,253613365.5,74365419.81,3.028792781,39.2399747
17994,1.194037088,29.16956545,253482853.3,71698213.4,2.950780011,39.55756573
17995,1.19403718,29.16955558,253482667.6,78393947.76,3.145488979,39.55758543
17996,1.19403729,29.16955826,253482663.1,70920752.21,2.928170541,39.55758825
17997,1.194036926,29.16955054,252285243.2,74475927.31,3.027464802,39.09694015
17998,1.194031305,29.16943143,253695122.6,74228832.76,3.025109322,39.36464293
17999,1.194036258,29.16954741,253482908.8,74006609.87,3.017909739,39.55753308
18000,2.882981222,70.42988984,167339658.9,132513019.2,1.83269819,69.72723231
18001,2.851365767,69.65460755,162068523.9,129521637.7,1.809052002,70.71605276
18002,2.521168127,61.59331642,191608930.2,130356584.0,2.105269943,63.55879874
18003,2.365966052,57.8115617,201288953.3,129270687.3,2.244121089,60.89622649
18004,1.385572795,33.85094484,260246284.5,120576773.4,3.78767351,42.0059622
18005,2.978203396,72.75613538,162031283.0,133651887.9,1.780109624,70.80138148
18006,2.972975625,72.6282434,161225812.0,133238031.5,1.777301296,71.01169226
18007,2.88219518,70.41062129,166069026.8,132586231.1,1.832281992,69.60318058
18008,2.88304011,70.43138807,171907393.8,134946280.8,1.868427714,67.8291411
18009,2.88297166,70.42964714,166450923.7,132771133.6,1.834555704,69.47584801
18010,2.882978084,70.42982586,167094431.1,133813449.3,1.848015485,68.61504605
18011,2.882976677,70.42977741,167373294.3,132514206.1,1.832762958,69.72720752
18012,2.88298394,70.42995796,167451212.1,133096479.4,1.83988138,69.2310888
18013,2.882971534,70.4296436,167339930.9,103523629.0,1.483559404,69.72723539
18014,2.882971624,70.42964584,167339930.9,133254007.9,1.841629071,69.72723738
18015,2.882971668,70.42964692,167339943.7,132216455.7,1.829132886,69.72724071
18016,2.882979646,70.42984114,167473361.5,132286951.7,1.830165612,69.92723727
18017,2.882964557,70.42947324,167341229.5,132512379.1,1.832703298,69.72743696
18018,3.220076288,78.66717912,155348274.0,114202507.6,1.4282104,69.15393958
18019,2.934686281,71.69089914,162286086.7,109728613.3,1.523808015,66.61095728
18020,1.444059586,35.28005689,255914083.9,94413426.73,2.992936838,41.74560523
18021,2.617966787,63.96698119,184375727.0,107417233.8,1.71191398,61.6873329
18022,3.053717175,74.59710674,155983577.8,110614080.7,1.466062209,68.41316978
18023,3.124923643,76.33669155,151862286.0,111616585.8,1.438415957,69.11647299
18024,3.132308575,76.5171093,153742305.1,111392624.8,1.434989907,69.49457173
18025,3.13138824,76.4944975,144913664.4,106804921.3,1.373042353,72.75498266
18026,3.131444055,76.4959139,151149179.1,111828894.6,1.436846199,69.08319865
18027,3.131444155,76.49591372,151669555.3,110838449.4,1.426541603,69.82667282
18028,3.131447473,76.4958889,151839713.5,111906817.5,1.438608023,69.04579482
18029,3.131427995,76.49553852,149213979.5,108778165.9,1.400505707,71.32000532
18030,3.131445411,76.49594734,151903447.2,139728466.3,1.747185133,69.20689312
18031,3.131445277,76.49594434,151903480.8,110946960.6,1.428048959,69.20689584
18032,3.131445327,76.49594557,151903480.8,111259291.0,1.431512132,69.20689706
18033,3.131431335,76.49560069,151857639.6,112162599.8,1.441474973,68.86043555
18034,3.131424032,76.49542268,151904950.5,111687056.4,1.436266979,69.20730331
18035,3.131445107,76.49594017,151903472.6,111688211.2,1.436268192,69.20688897
18036,3.838029576,93.92019885,187404968.7,87360671.94,0.989486951,66.16210891
18037,3.825989572,93.60783713,180249461.2,86180576.82,0.974263296,67.10275697
18038,3.781983375,92.5190638,186669999.0,86932158.58,0.999423669,65.50963958
18039,3.396212401,83.02208653,217003080.8,85743014.9,1.137215749,60.61552941
18040,3.754195021,91.84918569,192651312.5,87119558.45,1.015052538,65.0765725
18041,3.885337959,95.11977411,187130574.5,88826924.57,0.990254301,65.82192734
18042,3.780829097,92.49624107,190274757.4,87136514.24,1.005494072,65.44003909
18043,3.836822393,93.89065876,187286987.2,87487151.24,0.990817466,66.03777042
18044,3.838068503,93.92110044,185954993.8,86435055.59,0.979562261,66.86100122
18045,3.838044734,93.92058114,186668409.2,87834154.18,0.992983869,65.76768089
18046,3.838047433,93.9205444,187857636.3,88337465.46,0.99880027,65.41165062
18047,3.838033685,93.92030307,185837571.9,98773093.3,1.091067091,58.17797024
18048,3.838045996,93.92055631,187764904.6,87812582.19,0.993953563,65.81741066
18049,3.838041979,93.92050868,187392215.9,214348916.5,2.138314865,66.16054939
18050,3.838043067,93.9205348,187392185.0,88103678.35,0.99619176,66.16056466
18051,3.838042708,93.920526,187392197.7,87549365.98,0.991177082,66.16056315
18052,3.838014282,93.91983396,188203205.2,85762277.02,0.975878581,67.47671251
18053,3.838042745,93.92053026,187392214.1,87362206.47,0.989483885,66.16074808
18054,3.801904533,93.03076316,185133203.7,223463041.4,2.239454338,60.11888074
18055,3.85243088,94.28740267,176224128.1,220006127.5,2.169493711,61.32000454
18056,3.708644035,90.71058789,184166374.2,218757346.1,2.250649064,59.97428074
18057,3.463643999,84.66751068,202305631.7,216982050.3,2.413410337,57.49715118
18058,3.698809629,90.4535979,179180487.9,217673068.6,2.240956901,60.36326125
18059,3.821571203,93.50259703,175638884.3,219435368.8,2.181202239,61.15708341
18060,3.795536851,92.85753919,177252119.6,219105932.6,2.194883292,60.98523381
18061,3.794360889,92.82868458,179835237.4,220402358.9,2.21020367,60.23088136
18062,3.794339525,92.82818376,177959233.3,218856131.1,2.194050014,61.13809224
18063,3.794339404,92.82824318,177042461.0,218169616.1,2.186782325,61.54697197
18064,3.794339241,92.82817634,178709609.3,210947771.7,2.12248688,66.52276484
18065,3.794332239,92.82799038,177073321.9,219031040.8,2.194702589,61.00804528
