samples,DME flowrate,Carbon efficiency,CAPEX,OPEX,LCP,Energy efficiency
6036,3.269514977,79.85193236,115909183.4,130933341.0,1.53509847,71.50613417
6037,3.269545156,79.8526514,117995086.3,132525227.6,1.55459194,70.26221785
6038,3.269516146,79.85194295,116238354.1,131685303.2,1.543494364,70.89295289
6039,3.269532314,79.85236229,116104634.1,131503182.3,1.541385815,71.03914515
6040,3.26951815,79.85199349,115872692.4,130929012.9,1.535005496,71.50863826
6041,3.269513643,79.85188594,115696516.4,130337903.1,1.528510263,72.00079588
6042,3.269534399,79.85240411,115916132.1,150295353.5,1.74072121,71.50931013
6043,3.269533795,79.8523949,115916231.3,131250892.3,1.538470798,71.50927343
6044,3.269515483,79.85192755,115916008.4,133464943.9,1.561992343,71.50862017
6045,3.269557635,79.85297939,116802231.9,124164671.9,1.464310161,77.69028452
6046,3.26952287,79.85204727,115300343.3,129978009.0,1.524189693,72.2945057
6047,3.269533629,79.85238994,115916235.0,130930348.8,1.535066732,71.50927324
6048,3.265317165,79.74519021,120893262.5,177212141.6,2.035409507,63.39428484
6049,3.850927706,94.18839129,161978026.2,222168764.2,2.174752322,59.87212213
6050,3.249862828,79.36965299,123504113.5,177225038.1,2.048502967,63.1852686
6051,1.896001803,46.3148581,272660213.3,172596052.5,3.747334012,44.05396593
6052,3.163863596,77.27699872,134928727.6,177284923.6,2.119569197,61.90907632
6053,2.670707328,65.23268654,150679388.0,171091813.8,2.45449123,58.45025551
6054,3.253437578,79.45604398,122504100.8,177211930.8,2.044858664,63.22859905
6055,3.265323737,79.74544806,120961790.0,177212460.4,2.035494392,63.39662742
6056,3.26529288,79.74465137,116877345.1,175349339.0,2.010600102,65.07050543
6057,3.265306202,79.74502168,120659168.6,177226904.5,2.035280934,63.37147451
6058,3.265317297,79.74533923,121343775.3,177607696.4,2.040178314,63.03573288
6059,3.26529878,79.74483994,123825690.2,199480300.4,2.27587668,47.55175351
6060,3.265332776,79.7456165,123010366.6,178574665.6,2.052532603,62.19611828
6061,3.265305356,79.74500251,120933848.5,88524278.85,1.092388938,63.393597
6062,3.265305688,79.74500793,120933733.8,177534733.3,2.038897548,63.39359877
6063,3.265306434,79.74502843,120933820.3,185529189.0,2.12390767,63.39361753
6064,3.265313219,79.74519366,122030556.8,184697143.8,2.116425425,57.01450572
6065,3.265317432,79.7452967,120897170.0,177215182.9,2.035446561,63.3915726
6066,1.144456041,27.95849371,234785586.5,77292667.53,3.181718198,29.8440984
6067,1.211731799,29.60486345,286819786.9,84832647.01,3.396263778,26.3888554
6068,2.818404251,68.86922662,201266847.6,124174156.3,1.821052204,41.20827065
6069,0.960229099,23.45997746,299059287.8,78057574.87,4.092808234,22.80663548
6070,2.416436215,59.03801869,294772501.7,126263222.4,2.311816572,35.75772357
6071,1.354043483,33.08198678,279117406.8,88262265.97,3.104059079,28.27853093
6072,1.262936891,30.85584941,283438341.6,85881625.8,3.27648407,27.1356992
6073,1.262971834,30.85672707,286248320.5,87201383.5,3.321750966,26.77524485
6074,1.262943531,30.85601292,283642655.7,85903990.64,3.277741521,27.13145911
6075,1.26294155,30.85597365,283672986.0,85617630.02,3.269971658,27.21832348
6076,1.262948476,30.85613394,285120304.6,77505326.67,3.051596146,29.94301459
6077,1.262934857,30.85579392,283384926.4,85720617.68,3.27189021,27.18364836
6078,1.262943593,30.85601327,283446671.7,202871610.4,6.492909792,27.13617101
6079,1.262943649,30.85601463,283446665.3,85560320.48,3.267659743,27.13617175
6080,1.262943639,30.8560144,283446665.3,88119331.67,3.338014891,27.1361716
6081,1.262943647,30.85601459,283446665.3,85880859.31,3.27647235,27.13617178
6082,1.262943653,30.85601472,283446665.3,85880859.5,3.276472341,27.13617184
6083,1.262943619,30.8560139,283446671.7,85880859.38,3.276472446,27.13617123
6084,3.083190348,75.36271057,206244143.6,128662353.0,1.721788322,62.29406472
6085,2.400356554,58.64321512,169312999.3,102620644.0,1.772133793,63.82588677
6086,3.004627088,73.43977666,210451279.2,128125343.1,1.766313568,61.2072621
6087,3.473881271,84.91234,177594383.3,131067747.7,1.518553599,67.38351707
6088,3.550390383,86.78541514,173307072.1,131661919.5,1.486715453,68.27845093
6089,3.365776459,82.28200862,193088027.9,131991405.1,1.595630787,65.10777184
6090,3.083183973,75.36254447,206876114.0,128686731.8,1.722902407,62.29379962
6091,3.083202151,75.36298744,206229316.9,128659185.3,1.721726444,62.29611925
6092,3.083201129,75.3629558,207506279.0,129507663.7,1.732971527,61.74308676
6093,3.083184688,75.36256297,206405352.8,128652936.7,1.721898687,62.30482073
6094,3.08318771,75.36262446,206096465.1,129468412.9,1.730672125,61.73414663
6095,3.083184253,75.3625493,207439266.6,127127654.4,1.706089166,63.41368487
6096,3.083171328,75.36232409,206253209.0,128350290.2,1.71829653,62.51196367
6097,3.083186375,75.36260485,206228372.4,159261540.3,2.066371545,62.29392299
6098,3.083186601,75.36261056,206228388.7,128982367.7,1.725373515,62.29392972
6099,3.083186591,75.3626103,206228388.7,129436844.2,1.730491743,62.29392901
6100,3.083186504,75.36260819,206228376.0,128661830.9,1.721763732,62.29392589
6101,3.083186539,75.36260903,206228382.4,128661829.8,1.721763709,62.29392749
6102,3.664714918,89.58497915,172428461.7,163827170.8,1.744115441,69.0919957
6103,3.011929794,73.55521359,127500626.0,127749379.9,1.645373164,73.60639866
6104,2.898476613,70.7933087,136731587.7,127498020.6,1.719754709,71.65655758
6105,2.867602875,70.04142063,138740747.6,127363118.8,1.739494347,71.18221722
6106,2.875766448,70.23269957,135169253.3,126578370.6,1.720016102,72.17928228
6107,2.96428326,72.39374131,131054265.2,127568205.1,1.674587279,72.87213002
6108,3.010533861,73.52139876,127093771.4,127695744.6,1.644966312,73.62268361
6109,3.010541446,73.52157821,125859924.2,127286970.4,1.638576026,74.08688764
6110,3.010554074,73.52189236,126750336.4,127732179.6,1.644910231,73.56027907
6111,3.010549053,73.52178151,127193855.9,127090185.7,1.638109373,74.4050302
6112,3.010524317,73.5211645,126487479.3,128490665.4,1.653318471,72.59809884
6113,3.010568721,73.52216707,127331122.1,128112939.2,1.650080496,73.10888043
6114,3.010551654,73.521834,127095507.6,105548245.6,1.38952058,73.62588904
6115,3.010551665,73.52183424,127095321.1,127373146.3,1.641237993,73.62582294
6116,3.010551571,73.52183194,127095507.6,129007893.1,1.660092663,73.6258884
6117,3.010559955,73.52203725,127326243.6,127409610.5,1.641966867,73.99986711
6118,3.010551621,73.52183343,127095832.5,127693684.9,1.644935644,73.62584279
6119,3.010551541,73.5218312,127095507.6,127693638.8,1.644934717,73.62588794
6120,2.07420904,50.6842391,290268440.3,173192530.5,3.469986575,43.97782618
6121,2.059608252,50.32678619,286481328.8,170994128.2,3.450024305,44.2765649
6122,1.985130013,48.50883156,296783670.8,172945578.7,3.634761885,42.32990678
6123,2.203941159,53.85515337,283162170.2,174636992.0,3.275336898,45.88444167
6124,3.346365152,81.80175592,215209763.0,186189134.9,2.194209066,60.63111832
6125,3.213655709,78.54831186,277363097.8,194177889.8,2.450014137,55.48714334
6126,2.11751064,51.74261482,288113795.1,173663681.8,3.402603592,44.63155897
6127,2.074220198,50.68451054,290315369.9,173192898.7,3.470066347,43.97870215
6128,2.074230649,50.68476982,291489143.4,173586688.0,3.478948755,43.82122944
6129,2.074210267,50.68426765,289756068.4,173306093.4,3.4708781,43.91781538
6130,2.074235256,50.68489232,291866593.2,171592935.8,3.446308233,44.74098729
6131,2.074211248,50.68429164,291702585.7,171762143.9,3.448858177,44.65863818
6132,2.074220042,50.6844567,290194339.9,173344568.0,3.47236756,43.9082148
6133,2.074211767,50.68430522,290266820.5,207720610.3,4.047977504,43.97766351
6134,2.07421139,50.68429452,290266803.2,170949160.2,3.432425487,43.97765945
6135,2.07421129,50.68429205,290266815.9,171851197.3,3.447525747,43.97765821
6136,2.074211376,50.68429415,290266803.2,173192933.3,3.469986191,43.97765923
6137,2.074211382,50.6842943,290266803.2,173192933.7,3.469986188,43.97765917
6138,3.692784613,90.33752165,233360044.2,226844830.5,2.390690754,62.64661687
6139,3.722188661,91.05819307,225091609.5,223675658.3,2.333181805,63.95906165
6140,3.629062585,88.75680472,231955958.8,223538585.7,2.399456928,62.56564201
6141,3.274053563,80.02976449,268585752.0,221878221.4,2.687653323,57.89905967
6142,3.533743805,86.3988344,205268041.2,214982931.2,2.349310788,64.7996646
6143,3.666397201,89.67954522,228284598.4,223742888.6,2.372874307,63.03376408
6144,3.701498084,90.54721439,224857795.0,223930912.1,2.348360593,63.47394153
6145,3.701468401,90.54651059,223439602.8,222521396.5,2.333594602,64.15427497
6146,3.701516209,90.54765881,225416947.2,223801948.6,2.347755439,63.54891111
6147,3.701514498,90.54758396,224175745.4,226495592.4,2.371656771,62.21510833
6148,3.701517105,90.54767966,223942133.0,225353209.4,2.360681531,62.75979819
6149,3.701493335,90.54721621,224741226.7,223053260.7,2.34000227,63.9098554
6150,3.701516453,90.54766344,224955800.2,190001045.9,2.030176465,63.47641545
6151,3.701516454,90.54766303,224955769.2,226174088.4,2.369499094,63.47641357
6152,3.701516594,90.54766646,224955756.5,223782138.2,2.347061207,63.47641426
6153,3.701557434,90.54866825,225683705.5,222872047.4,2.339300334,64.02030687
6154,3.701517191,90.5476816,224955738.3,223930358.6,2.348451196,63.47640525
6155,3.701516267,90.54765846,224955801.1,223930312.1,2.348451414,63.47641255
6156,3.349951824,81.8597297,154139353.5,88218751.0,1.102046338,71.52085016
6157,3.28190458,80.19118484,151747214.7,86962519.33,1.108632703,71.46079095
6158,3.129205933,76.45969,167155047.2,87356498.74,1.187185145,68.17623722
6159,3.334436888,81.48051261,154975729.1,88210701.65,1.108113272,71.23331579
6160,3.629632858,88.69337886,131459156.9,88613611.45,0.995420875,76.01979878
6161,3.051776959,74.56990304,169033410.9,85695470.73,1.200917726,68.18835258
6162,3.35065105,81.87697051,154337511.5,88224744.18,1.102119666,71.53797989
6163,3.350010848,81.86117424,154141914.3,88217436.79,1.102016417,71.52351626
6164,3.349989546,81.86070153,156304701.3,89295563.25,1.115831165,70.55402471
6165,3.349991762,81.86070518,153894317.9,88415027.1,1.103769256,71.31965977
6166,3.349989723,81.86067335,154264129.1,88821332.81,1.108431464,70.9375233
6167,3.349986459,81.86057474,153536032.7,89095164.78,1.110384355,70.64620802
6168,3.34997475,81.86031211,154301258.9,88570564.79,1.105882431,71.18243683
6169,3.349991515,81.86070063,154136050.3,114891771.1,1.37849161,71.5203361
6170,3.349991245,81.86069377,154136039.3,85976233.49,1.078785933,71.52034232
6171,3.349991205,81.86069278,154136039.3,88443821.63,1.104362176,71.52034105
6172,3.349991203,81.86069273,154136039.3,88220006.7,1.102042364,71.52034151
6173,3.349991256,81.86069403,154136033.0,88220006.5,1.102042336,71.5203426
6174,3.254384924,79.50675902,153958862.3,114045820.0,1.409740811,68.47357653
6175,3.413585384,83.39811393,141498266.0,113230519.4,1.320813647,71.8298001
6176,3.2110588,78.44417455,150065197.1,112318702.0,1.405140794,68.72351415
6177,2.708046674,66.16732282,184334753.3,109191638.3,1.677658714,61.68072001
6178,3.435229519,83.92168739,138461879.9,114673682.0,1.32347378,70.8831794
6179,3.191738739,77.97269226,151513959.0,112184811.0,1.414040999,68.48641105
6180,3.195429529,78.06282641,151386674.5,112214234.8,1.412565019,68.53409038
6181,3.195432289,78.06285633,147794484.1,111167170.4,1.396601324,69.34258824
6182,3.195451122,78.06335509,151512761.4,112038966.5,1.410811912,68.69282864
6183,3.19544664,78.06325442,151053386.1,111694880.7,1.406488684,68.9815405
6184,3.195439238,78.06306473,151783082.4,111319150.1,1.403340525,69.34182177
6185,3.195430828,78.06280678,150873300.8,111613227.9,1.405378537,69.0476562
6186,3.195441542,78.06301629,151383723.4,86136706.55,1.129192995,68.53788716
6187,3.195447532,78.06326769,151391743.2,114454150.2,1.436902793,68.53803113
6188,3.195447482,78.06326631,151391723.2,111884656.6,1.408982279,68.53803501
6189,3.1954476,78.06326918,151391723.2,112210368.8,1.412521466,68.53803905
6190,3.195447545,78.06326783,151391723.2,112210370.5,1.412521508,68.53803637
6191,3.195447489,78.06326648,151391723.2,112210369.4,1.412521521,68.53803612
6192,3.041424543,74.3102196,163364686.9,126116863.3,1.658871983,71.77864826
6193,2.985060466,72.93039049,162034024.9,123813170.2,1.661580267,72.01318434
6194,3.224336183,78.77970199,146197112.0,126559284.0,1.547815816,74.82393211
6195,3.396482538,82.96808197,125883754.4,126298746.7,1.442311229,78.15542477
6196,3.04140022,74.30962318,163366081.1,126116246.1,1.658880073,71.77874981
6197,2.37115891,57.93544873,195458461.4,119660098.3,2.088444542,63.08628302
6198,3.041426966,74.31030479,162836206.3,126075424.0,1.657688896,71.80148805
6199,3.039184037,74.25526116,162282178.2,126323648.6,1.661004724,71.47607996
6200,3.041418493,74.31007848,166824925.5,128004252.1,1.68506266,70.0445023
6201,3.041399613,74.30960512,163941208.3,126094794.8,1.659406739,71.82262566
6202,3.041372913,74.30882368,161906747.7,125785351.2,1.653160308,72.05667382
6203,3.041403411,74.30969371,164068568.3,125613310.8,1.654078585,72.31752
6204,3.041359712,74.30857229,163285950.1,126291630.3,1.660797017,71.59813222
6205,3.04140389,74.30971722,163366068.3,90295877.86,1.249934411,71.7788459
6206,3.041400499,74.30962924,163366071.0,129001111.3,1.69181504,71.778742
6207,3.041400095,74.30961957,163366102.9,126196843.4,1.659800311,71.77874007
6208,3.041432008,74.31040114,163182894.4,126295246.2,1.660660626,71.59228088
6209,3.04141502,74.30997185,163333719.6,126007982.6,1.657592617,71.88725321
6210,1.937295259,47.32890759,223586886.3,84221509.39,1.980208199,54.14972543
6211,2.387803529,58.33083881,188203224.3,85522431.45,1.565081882,64.12578621
6212,2.629033354,64.23331705,173666865.2,87975220.3,1.431320134,67.46970393
6213,1.916107045,46.81042861,219038417.8,83140439.29,1.972833443,54.5411855
6214,2.611864635,63.80568359,193764960.5,91503236.59,1.519013714,64.46105293
6215,3.034251085,74.11878398,146595306.1,89914369.91,1.225972935,74.46517096
6216,1.917524396,46.8451495,220737346.8,82945945.84,1.971466873,54.8059587
6217,1.916100859,46.81023859,219382635.3,81822178.42,1.949683896,55.71405166
6218,1.916089827,46.80991962,219722024.3,83044910.73,1.972575138,54.64551379
6219,1.916105954,46.81036029,218195842.4,83733327.89,1.98178501,54.00881125
6220,1.916094045,46.81002227,218197757.0,83628116.83,1.979894835,54.09737699
6221,1.91609661,46.81018804,218867174.0,82600161.18,1.962689131,55.00374245
6222,1.916106851,46.81042491,219038329.5,118093308.6,2.606222607,54.54113509
6223,1.916095155,46.81009449,219037246.6,80255699.74,1.92056783,54.54069357
6224,1.916106931,46.81042704,219038354.1,83815686.36,1.985069734,54.54113793
6225,1.916094971,46.81008916,219037331.2,83140556.44,1.972845684,54.54068622
6226,1.916110373,46.81044933,219700784.9,84085251.03,1.991360995,53.76193643
6227,1.916092987,46.81003188,219037053.7,83140475.85,1.972845675,54.54069066
6228,2.84278541,69.47022424,232524305.7,70942997.37,1.200104447,57.27708322
6229,2.821078983,68.93786682,228657496.3,70497515.68,1.198265165,57.65730954
6230,2.910881205,71.13268126,226912215.5,70876064.95,1.163368221,58.54635823
6231,3.631581427,88.78808663,184696611.2,76862903.23,0.942324568,68.05046506
6232,2.842787429,69.47027086,232523590.4,70943103.92,1.20010387,57.27705055
6233,3.428564095,83.80913672,214838244.5,80168985.12,1.067459796,63.12724056
6234,2.87603351,70.28301875,230773877.9,71219754.99,1.187089786,57.75361512
6235,2.844905234,69.52218858,234492920.5,70614196.4,1.198019388,57.5334062
6236,2.84277342,69.46997672,232390398.2,70036731.64,1.188848078,57.75569824
6237,2.842789049,69.4703153,232072345.0,71166106.53,1.202179584,57.1510315
6238,2.842780595,69.47005416,231674767.9,72106512.83,1.213099053,56.65498874
6239,2.842792153,69.47039273,230169571.5,73902715.85,1.232873717,55.71741543
6240,2.842796153,69.47038567,232537213.1,70510607.72,1.194837175,57.50577975
6241,2.842772211,69.46982417,232522637.6,183280179.1,2.57221777,57.27663122
6242,2.842788131,69.47029162,232523626.8,68699338.6,1.172697954,57.27706207
6243,2.842788429,69.47029886,232523706.0,75522607.17,1.256038317,57.27707544
6244,2.842788233,69.47029406,232523637.7,70943106.15,1.200103625,57.27706743
6245,2.842788365,69.47031166,232656956.4,71326017.15,1.204971767,57.07914035
6246,3.8526371,94.27767956,176744265.9,195142234.8,1.945840245,65.40585687
6247,3.870007927,94.7045822,170533557.7,192747106.1,1.909071544,66.07126528
6248,3.483994524,85.15969673,200193024.9,191086300.1,2.138757683,61.81668771
6249,3.845972311,94.09888163,170641674.8,192315265.6,1.9172183,66.03919193
6250,3.572335475,87.32303924,178585876.6,188954229.3,2.040476322,64.53046341
6251,3.838232727,93.90539277,171099414.9,192287579.3,1.921320192,65.94537766
6252,3.843113858,94.02881118,168680572.1,192522748.2,1.918437691,65.74295614
6253,3.846004248,94.09966525,172307890.3,192872970.8,1.924004336,65.60733497
6254,3.845971476,94.09886081,170932838.4,192176786.8,1.916277266,66.17081924
6256,3.845971549,94.09886329,172148570.2,188944616.1,1.88838575,69.19316142
6257,3.845977359,94.09902091,170583114.5,192441340.9,1.918291916,65.92679373
6258,3.84597103,94.09885992,170641786.8,82042677.26,0.921655313,66.03916786
6259,3.845972389,94.09888379,170641651.2,194559043.8,1.937475522,66.03918794
6260,3.845972326,94.09888224,170641657.5,196232792.7,1.952586508,66.03918757
6261,3.845975226,94.09895095,170938636.0,191176253.6,1.907248535,67.06499626
6262,3.845966989,94.09879747,170461937.1,192147914.7,1.91551947,66.18030473
6263,3.845970881,94.09885718,170641799.5,192315273.3,1.917219215,66.03916675
6264,3.0542978,74.6336183,191875893.3,175239410.6,2.248392333,65.42691915
6265,2.295107815,56.06241406,164157099.5,133268598.8,2.307904622,67.06993007
6266,3.166829916,77.38505579,184242524.8,175952143.4,2.166480432,67.05449377
6267,3.275252651,80.03090161,175377817.2,176332607.1,2.087756875,68.75970552
6268,3.054315022,74.63402908,191873041.4,175240083.6,2.248383498,65.42672148
6269,3.850446235,94.13939946,157108557.1,185283648.3,1.837247014,72.95252417
6270,3.055016415,74.65129955,192088995.3,175224209.8,2.247975182,65.4607246
6271,3.061855549,74.81888516,191310314.7,175700824.5,2.247321689,65.24091219
6272,3.054292245,74.63347207,190641580.2,174236938.3,2.235351777,66.12668823
6273,3.05431278,74.63397471,191056533.9,175426526.4,2.249414387,65.26951875
6274,3.054313515,74.63399095,191859575.2,175264132.5,2.24864002,65.40890606
6275,3.054313501,74.63399245,191408343.5,175741330.4,2.253462405,65.05325557
6276,3.054307229,74.63393625,191822842.1,175149607.0,2.247293641,65.4907799
6277,3.054317649,74.63409323,191873060.5,203875804.6,2.573919397,65.42678511
6278,3.054313845,74.63400083,191873066.8,178124929.6,2.281180067,65.4267012
6279,3.054313756,74.63399787,191873008.6,175041061.2,2.246121849,65.42670228
6280,3.05431583,74.63405163,191684544.9,175471417.8,2.250761067,65.25457392
6281,3.054266324,74.63295971,192858946.3,176575488.2,2.264917316,64.50013084
6282,3.921509529,95.93177495,142862320.5,217201619.0,2.071748383,74.05470453
6283,2.914249078,71.16218174,140491145.3,164996346.7,2.162487506,74.62114469
6284,2.847849911,69.54478464,149127680.5,165290907.0,2.228867027,72.98098065
6285,2.933087919,71.61729086,131232758.9,164639751.4,2.131502928,75.08677036
6286,2.526135992,61.69586395,142628488.7,158051221.0,2.402718662,71.11604215
6287,2.932512014,71.60325948,131154459.8,164633413.7,2.131737589,75.07531533
6288,2.926522503,71.45620105,131789392.3,164276947.1,2.132755964,75.27681439
6289,2.93308636,71.61727925,132472664.9,165907459.1,2.148235425,73.96472606
6290,2.93555608,71.67737341,130635980.9,164684255.9,2.129408084,75.0867953
6291,2.933088146,71.61729712,131250486.6,164615124.9,2.131235882,75.11039075
6292,2.935559324,71.67745141,131651072.3,164410396.0,2.127576772,75.37927061
6293,2.933076786,71.6170403,131517044.8,165219434.0,2.138768693,74.56005442
6294,2.935560153,71.6774735,131381338.3,144488059.6,1.891557199,75.12726862
6295,2.933088049,71.61729407,131232847.2,161754879.9,2.097351527,75.08679662
6296,2.935560198,71.67747449,131381355.6,164056150.0,2.123011341,75.12727098
6297,2.933087933,71.61729123,131232834.5,164639732.1,2.131502794,75.08679248
6298,2.935551187,71.67720403,131212930.9,164308010.5,2.125762912,75.45944107
6299,2.933082944,71.61716861,131232717.1,164639735.5,2.131506297,75.08665705
6300,2.603908478,63.59735341,202926836.8,108033798.6,1.758434455,53.76357996
6301,3.116898602,76.15697182,255856678.4,131327217.9,1.797772267,50.8221677
6302,2.638227436,64.4386683,207815219.4,108141129.7,1.744529742,54.56984988
6303,3.057163726,74.64318579,115155705.2,106143087.2,1.359162308,61.6379198
6304,2.622544655,64.05362302,204032582.4,108070669.2,1.748146536,54.1619265
6305,1.46902751,35.88566381,221213260.5,90049009.07,2.742570124,42.09353837
6306,2.682098395,65.50948906,203168982.4,108137096.2,1.708877161,55.32719926
6307,2.657383595,64.90555863,206448586.9,107943761.4,1.727277694,55.07636448
6308,2.664057066,65.06919456,205514794.0,107835163.7,1.720105878,55.27538539
6309,2.664055625,65.06915077,205861538.6,108104907.7,1.724153381,55.06771621
6310,2.664073919,65.06958181,206003552.3,108175054.1,1.725273205,55.0162915
6311,2.664027758,65.06846687,211762056.0,100496129.9,1.634033972,62.15467483
6312,2.664056321,65.0691688,205952158.2,108084043.2,1.724019722,55.0872282
6313,2.664054307,65.06911558,206001745.0,128931222.8,1.995810771,55.03474324
6314,2.664056404,65.06917102,206001794.2,105907644.9,1.695729372,55.03478013
6315,2.664056404,65.06917103,206001800.5,109835817.4,1.746927576,55.0347807
6316,2.664056404,65.06917103,206001800.5,108151417.8,1.7249738,55.03478069
6317,2.66405466,65.06910617,205852592.4,108029260.5,1.723154355,55.12810128
6318,2.743015742,66.98582561,127526233.4,111565906.2,1.601859829,69.38967513
6319,3.500627116,85.54121029,149411380.3,139035578.0,1.553148128,68.4081614
6320,1.697118216,41.4638263,277339456.0,127262478.5,3.270222227,42.55516176
6321,3.546547143,86.6671358,146871079.8,139359682.7,1.533290087,68.92298777
6322,3.948206361,96.62880798,126306131.8,145395297.3,1.409141701,70.60390341
6323,3.557974735,86.95584871,150173047.6,139133200.3,1.529940191,69.49052027
6324,3.555492833,86.88647851,146541201.2,139620959.6,1.531605477,68.86075773
6325,3.546568038,86.66764241,147466574.7,139685393.5,1.537154687,68.6602973
6326,3.546546433,86.66712001,146590165.5,139467029.0,1.534018315,68.8209311
6327,3.54661836,86.66890742,146862109.0,139310339.7,1.532765903,68.96681235
6328,3.546551722,86.66725093,146717866.8,150470969.7,1.641896055,60.48149763
6329,3.54655262,86.66727117,146875226.7,139385049.4,1.533540838,68.90130409
6330,3.54654594,86.66710608,146871073.4,111322348.2,1.258792941,68.92296781
6331,3.546545955,86.66710646,146871073.4,141603452.2,1.555258069,68.92296814
6332,3.546545955,86.66710645,146871067.1,138843241.0,1.528234398,68.92296703
6333,3.546545945,86.6671062,146871067.1,139359679.8,1.533290562,68.92296696
6334,3.546556181,86.66736805,146940187.9,139423297.1,1.533988463,68.87046298
6335,3.546546662,86.66712422,146871068.9,139359688.5,1.533290339,68.92297332
6336,1.572672342,38.42445907,201376122.2,127235014.3,3.331391161,52.64486323
6337,2.350511594,57.45468454,278974599.5,190752599.6,3.301894232,49.92275551
6338,1.748836992,42.72685782,190365214.1,128539429.9,2.996031894,56.59306201
6339,2.17531955,53.13431566,158069953.0,131051438.8,2.388191212,65.59298759
6340,1.875075484,45.80719142,181132089.3,129217359.6,2.786796455,59.46926072
6341,1.789109196,43.7116061,195213563.1,129955061.1,2.967118538,56.60974499
6342,1.573137558,38.435834,201562321.9,127253174.6,3.331289552,52.6489808
6343,1.573690079,38.44942755,202942782.8,127104450.6,3.330416139,52.86903581
6344,1.572670219,38.4244149,201348956.0,127017976.8,3.326533341,52.86046988
6345,1.572672591,38.4244812,200022155.1,127571453.6,3.335307418,52.26226394
6346,1.572672309,38.42446418,200896555.0,127753170.7,3.341587662,52.11764328
6347,1.572678947,38.42463699,203366841.9,126174361.2,3.313122227,53.79830668
6348,1.572672534,38.42447911,201376356.1,127235173.1,3.331394865,52.64473
6349,1.572672481,38.42447782,201376381.6,128885459.9,3.367830871,52.64472931
6350,1.572672426,38.42447647,201376387.9,126914634.5,3.324318171,52.64472714
6351,1.572672617,38.42448115,201376337.0,128842268.9,3.366876874,52.64473217
6352,1.572670679,38.42443409,195454791.4,151865078.8,3.859833776,35.84520384
6353,1.572654885,38.42404676,201396380.6,127235345.9,3.331487998,52.64472439
6354,2.352600283,57.45776174,154140809.5,140577675.6,2.342015485,60.38335559
6355,3.128493871,76.46036184,231485754.5,210849664.5,2.641933931,53.55455672
6356,3.413479289,83.45476225,216657061.5,213409112.0,2.429680948,56.20584136
6357,3.571495002,87.32516112,205277894.6,214389047.0,2.318715732,57.79334751
6358,2.843375104,69.48542786,241025579.3,207840642.4,2.883791855,50.86572568
6359,3.016598706,73.7233628,238675740.0,210253313.1,2.742788264,52.22864499
6360,3.102996141,75.83671375,231176182.5,211087937.4,2.665902413,52.96021618
6361,3.105007294,75.88603443,235190520.1,211113686.8,2.669736494,53.07787693
6362,3.104991414,75.88563971,237292651.0,210738840.6,2.668319536,53.37759315
6363,3.104995241,75.8857394,233382255.5,210031826.5,2.655273557,53.74895888
6364,3.104982378,75.88541469,234519427.0,237955805.9,2.969044961,39.8727012
6365,3.104996544,75.88576566,233701717.3,210900142.6,2.665402173,53.18070712
6366,3.104996544,75.88576567,233701717.3,208100408.3,2.634093605,53.18070719
6367,3.104996496,75.88576529,233701751.9,211220683.8,2.668986773,53.18070595
6368,3.104996541,75.88576558,233701717.3,211116482.8,2.667821442,53.1807072
6369,3.105016437,75.88624493,241350183.6,202085743.3,2.576863319,59.92072936
6370,3.104990945,75.88562505,233709345.9,210898881.3,2.665402895,53.18162031
6371,3.104996486,75.88576505,233701751.9,210900144.8,2.665402293,53.18070571
6372,3.378510857,82.55086081,164252719.5,103755825.3,1.264619537,68.52894255
6373,3.271022608,79.91282322,155414245.4,99750559.47,1.252639386,69.50907075
6374,3.362237889,82.15479763,167060588.2,103726117.7,1.273839402,68.35688585
6375,3.595429723,87.86434111,148963174.4,104159723.2,1.174879669,71.70763979
6376,3.453794665,84.40170041,159077485.8,103881689.5,1.23220821,69.68707321
6377,3.673399908,89.7749761,150208259.1,106117514.3,1.169830206,71.07350828
6378,3.291813935,80.43138301,169716493.3,103501444.8,1.302012217,67.30833358
6379,3.375786787,82.48407313,161202199.3,103921124.9,1.263654743,68.16372099
6380,3.378497627,82.5505375,163610170.4,103590860.5,1.262153404,68.684793
6381,3.378511833,82.55087946,165308611.7,103157015.3,1.259739626,69.2417824
6382,3.378505818,82.55075383,164733856.6,102574331.5,1.253059569,69.87918708
6383,3.378511778,82.55087957,163951399.4,104164520.9,1.268455763,68.06829631
6384,3.378511478,82.55087129,164252613.1,103755885.4,1.264619794,68.52885684
6385,3.378511504,82.55087203,164252614.9,106045170.1,1.288147619,68.52885757
6386,3.378511314,82.55086738,164252621.3,103435345.1,1.261325553,68.52885538
6387,3.378511404,82.55086959,164252621.3,104893207.0,1.27630851,68.52885691
6388,3.378522064,82.55112995,164685361.8,103171903.8,1.259136456,69.19835386
6389,3.378510247,82.55084037,164253827.9,103755917.4,1.26462205,68.52885778
6390,3.630100733,88.73392248,152013038.5,107317861.9,1.197292842,72.84104477
6391,3.427077766,83.74367723,148507891.4,103164808.9,1.221972503,72.41289616
6392,3.629769978,88.69795709,129741307.1,103424968.1,1.135137867,75.78272886
6393,3.712378196,90.71988474,121690443.4,103523485.4,1.101955339,77.12047522
6394,3.109299933,75.97739754,165237614.4,99333191.72,1.326016825,69.28581134
