2,4,6,7,8,9,11,13,16,17
61903.82813,0.024229227,68582.10938,0.045049482,0.237978474,0.937980469,0.344810737,40.37820226,15.47950306,0.001384345
67054.92188,0.016847821,79723.82813,0.045228428,0.19436107,0.972003906,0.74855769,43.63552684,14.33298669,0.000763636
46294.45313,0.019771625,72100.54688,0.031539111,0.240854347,0.978808594,0.36513357,29.05575785,16.97828933,0.000897759
80635.07813,0.012677805,88519.92188,0.054175693,0.231268104,0.930652344,0.522296813,27.65638152,14.58116383,0.001353153
48948.04688,0.021113698,67604.76563,0.05202835,0.202030064,0.933269531,0.481651147,33.54939864,22.81880247,0.000682538
61903.82813,0.024229227,68582.10938,0.041023213,0.237978474,0.937980469,0.344810737,26.61078008,15.47950306,0.001384345
61903.82813,0.024229227,68582.10938,0.041023213,0.237978474,0.937980469,0.344810737,40.37820226,15.47950306,0.001384345
63152.57813,0.024181296,85392.42188,0.055607256,0.300289051,0.972527344,0.717396012,47.01575998,22.72044676,0.000860329
61903.82813,0.024229227,68582.10938,0.041023213,0.237978474,0.937980469,0.344810737,40.37820226,15.47950306,0.001384345
61903.82813,0.027344756,68582.10938,0.041023213,0.237978474,0.937980469,0.344810737,40.37820226,15.47950306,0.001384345
61903.82813,0.024229227,67800.23438,0.041023213,0.237978474,0.937980469,0.344810737,40.37820226,15.47950306,0.001384345
