formulation,productivity,capex,opex,batches,batch time,cycle time,cost
2.916511238,0.088687053,70002046.38,243038.4097,219,398331.5663,128695.5469,2740.404616
2.916511238,0.088687053,69670799.97,240821.3666,219,396214.1387,128695.5469,2715.406118
2.916511238,0.088687053,69909791.75,247339.4459,208,409455.1784,135125.9842,2788.901392
2.916511238,0.088687053,69994266.78,243031.8738,219,398331.5663,128695.5469,2740.330919
1.531845104,0.052726275,73329444.07,257769.7028,219,398331.5663,128695.5469,4888.828213
3.427703052,0.088687053,66107609.65,226435.478,219,398331.5663,128695.5469,2553.19655
2.916511238,0.088687053,70002046.62,243038.4278,219,398331.5663,128695.5469,2740.40482
1.826273343,0.054529203,66892901.73,243346.5949,187,429060.5932,150727.2656,4462.68388
1.826273343,0.054529203,66924599.54,246912.196,186,516582.211,150727.2656,4528.072716
1.826273343,0.054529203,66924599.21,246912.1686,186,516582.211,150727.2656,4528.072214
1.826273343,0.053553669,66339990.63,244604.6084,186,516899.8934,150727.2656,4567.466851
1.826273343,0.054545784,66932453.14,246948.1179,186,516575.0315,150727.2656,4527.354848
1.826273343,0.054545784,67340249.84,233987.3604,218,482632.9402,128695.5469,4289.742394
1.826273343,0.071410907,74701425.38,283412.1267,186,511091.5003,150727.2656,3968.751259
1.826273343,0.048779365,63603560.7,233598.2954,186,518572.1074,150727.2656,4788.875271
1.826273343,0.054529203,66924599.47,246912.1893,186,516582.2104,150727.2656,4528.072593
1.826273343,0.054529203,67001501.79,247194.2062,186,516883.4217,150727.2656,4533.244443
1.826273343,0.054529203,69529553.42,257486.2488,186,527133.542,150727.2656,4721.988128
1.826273343,0.054529203,66924599.48,246912.1898,186,516582.211,150727.2656,4528.072603
1.826273343,0.054529203,67195197,248573.1358,186,518667.1537,150727.2656,4558.532355
1.826273343,0.054529203,66873774.34,246275.373,186,509917.3044,150727.2656,4516.394148
1.826273343,0.054529203,66924599.17,246912.165,186,516582.211,150727.2656,4528.072148
3.427703052,0.091719627,64236511.68,235000.0691,186,516582.211,150727.2656,2562.156832
1.531845104,0.054529203,71545997.5,268343.2302,186,516582.211,150727.2656,4921.092109
1.826273343,0.054529203,66924599.53,246912.1938,186,516582.211,150727.2656,4528.072677
1.826273343,0.054529203,66924599.54,246912.1952,186,516582.211,150727.2656,4528.072701
1.496953171,0.046990214,67479992.77,229990.2968,216,347472.5615,130789.4531,4894.429697
1.496953171,0.046990214,67495238.48,230252.0035,216,354264.7012,130789.4531,4899.999085
1.496953171,0.046990214,67326428.23,241108.5098,198,422388.7532,142431.7969,5131.036689
1.496953171,0.046990214,67476070.39,229985.2593,216,347470.0328,130789.4531,4894.322494
1.496953171,0.046425948,67160574.69,228563.1812,216,347749.5027,130789.4531,4923.177485
1.496953171,0.047016979,67507503.98,230068.9087,216,347459.743,130789.4531,4893.31539
1.496953174,0.046982313,67743953.55,221744.3605,238,312719.5319,118933.716,4719.741214
1.496953171,0.05573498,72434801.18,252230.4368,216,344019.542,130789.4531,4525.531993
1.496953171,0.048057297,68203351.13,232849.7974,216,347108.9839,130789.4531,4845.253697
1.496953171,0.046990214,67491666.38,230000.4539,216,347472.5612,130789.4531,4894.64585
1.496953171,0.046990214,67509923.64,230060.1805,216,347541.3196,130789.4531,4895.916895
1.496953169,0.046990214,68459527.09,233414.5206,216,350970.3045,130789.4531,4967.300697
1.496953171,0.046990214,67491666.44,230000.4581,216,347472.5615,130789.4531,4894.64594
1.496953171,0.046990214,68065897.82,233552.012,216,352248.9788,130789.4531,4970.226656
1.496953171,0.046990214,67412697.55,229212.14,216,339102.2599,130789.4531,4877.869722
1.496953171,0.046990214,67491666.63,230000.4711,216,347472.5615,130789.4531,4894.646217
2.115098757,0.058553412,64329845.09,216317.7186,216,347472.5615,130789.4531,3694.365748
2.07629587,0.046990214,59729554.05,197646.5685,216,347472.5615,130789.4531,4206.121945
1.496953171,0.046990214,67491666.57,230000.4667,216,347472.5615,130789.4531,4894.646123
2.852722034,0.077781378,65854803.49,231702.9619,198,379958.301,142431.7969,2978.900189
2.852722034,0.077781378,66460582.48,211866.8562,254,311834.5161,111037.2272,2723.876349
2.852722034,0.078251575,66024336.98,232633.7118,198,386665.7942,142431.7969,2972.894957
2.852722034,0.077916563,65901126.29,232142.493,198,386722.157,142431.7969,2979.372859
2.852722034,0.077402135,65742487.21,231425.5103,198,386821.6984,142431.7969,2989.911198
2.852722034,0.077781653,65883009.89,234509.0631,198,421501.6366,142431.7969,3014.966306
2.852722034,0.059204899,59418317.53,205358.0983,198,391235.6433,142431.7969,3468.599756
2.852722034,0.069205311,62948811.86,219676.1786,198,388414.3625,142431.7969,3174.267615
2.852722034,0.077776435,65854129.13,231945.2949,198,386751.3682,142431.7969,2982.205284
2.852722034,0.077776435,65819117.78,231847.7513,198,386700.3032,142431.7969,2980.95113
2.852722034,0.077776435,64870160.7,228171.189,198,384795.7282,142431.7969,2933.680227
2.852722034,0.077776435,65854124.86,231944.9756,198,386751.3686,142431.7969,2982.201179
2.852722034,0.077776435,65243002.58,228118.7044,198,384480.0979,142431.7969,2933.005414
2.852722034,0.077776435,65933625.67,232843.9604,198,395946.3427,142431.7969,2993.759754
2.852722034,0.077776435,65854129.25,231945.3042,198,386751.3686,142431.7969,2982.205404
2.07629587,0.062417051,68283038.91,242542.8046,198,386751.3686,142431.7969,3885.842101
2.115098757,0.077776435,73604053.56,267088.1321,198,386751.3686,142431.7969,3434.049564
2.852722034,0.077776435,65854129.42,231945.3179,198,386751.3686,142431.7969,2982.20558
2.852722034,0.077776435,65854129.41,231945.3168,198,386751.3686,142431.7969,2982.205565
2.84106775,0.091866759,64850185.55,258626.5132,156,471312.1969,180829.4531,2815.234965
2.84106775,0.091866759,64837150.63,258858.4652,156,478104.3406,180829.4531,2817.759839
2.84106775,0.091866759,64830455.4,258237.094,156,466318.0576,180829.4531,2810.996009
2.84106775,0.091154908,64620676.23,257553.5584,156,471354.1974,180829.4531,2825.449166
2.84106775,0.091900526,64849911.01,258663.8036,156,471313.137,180829.4531,2814.60635
2.84106775,0.091900526,64849893.12,258662.0342,156,471310.0693,180829.4531,2814.587097
2.84106775,0.092047476,65383121.95,240356.1719,193,436571.2037,146036.0156,2611.21958
2.84106775,0.051108211,51043338.75,196645.1924,156,475670.0889,180829.4531,3847.62425
2.84106775,0.093241031,65310261.29,260756.5961,156,471358.1841,180829.4531,2796.586372
2.84106775,0.096748049,66300091.85,265813.1871,156,471023.7878,180829.4531,2747.47852
2.84106775,0.092047476,65064900.94,259473.2166,156,471545.2072,180829.4531,2818.906369
2.84106775,0.092047476,66180106.07,263573.5263,156,473075.2566,180829.4531,2863.451965
2.84106775,0.092047476,64889083.39,258873.2964,156,471301.0016,180829.4531,2812.38886
2.84106775,0.092047476,63875363.17,254038.9285,156,469236.2261,180829.4531,2759.868486
2.84106775,0.092047476,64930296.37,259337.7013,156,475732.9117,180829.4531,2817.434136
2.84106775,0.092047476,64889083.71,258873.3261,156,471301.0016,180829.4531,2812.389183
1.914508615,0.069567986,68038945.86,274311.1684,156,471301.0016,180829.4531,3943.066124
2.277525232,0.092047476,71015280.7,289633.0414,156,471301.0016,180829.4531,3146.561467
2.84106775,0.092047476,64889083.44,258873.3008,156,471301.0016,180829.4531,2812.388909
1.500124222,0.040871835,60534471.66,216012.7806,193,439440.3791,146036.0156,5285.125516
1.500124222,0.040871835,60550689.92,216641.8725,193,451226.6205,146036.0156,5300.517334
1.500124222,0.041423113,60882475.82,217736.7447,193,446057.8816,146036.0156,5256.407144
1.500124222,0.040845686,60529779.62,216202.2846,193,446237.889,146036.0156,5293.148595
1.500124222,0.040845686,60529803.65,216204.2122,193,446241.0403,146036.0156,5293.195788
1.500124226,0.040871835,60089353.64,233773.3922,156,480960.5085,180829.4531,5719.669533
1.500124222,0.073548129,78456568.22,301286.8087,193,440495.9066,146036.0156,4096.457828
1.500124222,0.039919182,59880536.1,213621.6568,193,446415.7266,146036.0156,5351.353598
1.500124222,0.039005019,59393475.02,211315.7474,193,446870.2879,146036.0156,5417.655294
1.500124222,0.040871835,60452114.81,216030.3373,193,445976.0948,146036.0156,5285.55507
1.500124222,0.040871835,59368810.73,212862.7014,193,443061.3326,146036.0156,5208.053389
1.500124222,0.040871835,60545507.79,216273.1045,193,446232.521,146036.0156,5291.494788
1.500124222,0.040871835,61775645.9,222785.5192,193,455568.8539,146036.0156,5450.832253
1.500124222,0.040871835,60478546.19,215752.5599,193,440906.5359,146036.0156,5278.758766
1.500124222,0.040871835,60545510.11,216273.2757,193,446232.521,146036.0156,5291.498978
2.277525232,0.054078744,57282833.45,202783.7853,193,446232.521,146036.0156,3749.787258
1.914508615,0.040871835,55115984.53,193779.3241,193,446232.521,146036.0156,4741.145628
1.500124222,0.040871835,60545510.03,216273.2691,193,446232.521,146036.0156,5291.498815
1.500124222,0.040871835,60545510.07,216273.2724,193,446232.521,146036.0156,5291.498896
2.83077375,0.037045962,46203226.15,164632.0838,181,466175.9664,155809.4531,4443.995336
2.83077375,0.037045962,46206318.57,165126.3634,180,472968.1082,155809.4531,4457.337668
2.83077375,0.037045962,46237898.95,167455.6783,180,501138.0638,155809.4531,4520.214019
2.83077375,0.038953042,47035239.34,167608.4981,181,465160.5813,155809.4531,4302.834623
2.83077375,0.037669917,46561421.01,165733.7625,181,465895.4348,155809.4531,4399.631779
2.83077375,0.03702603,46195482.56,164601.6533,181,466187.2158,155809.4531,4445.565807
2.83077375,0.03702603,46607402.86,150038.2643,233,431439.3621,121016.0156,4052.237412
2.83077375,0.072911533,59993592.51,219264.0513,181,456104.2977,155809.4531,3007.261554
2.83077375,0.038166342,46777004.56,166512.782,181,465695.7957,155809.4531,4362.817378
2.83077375,0.038828795,46973072.33,167400.6365,181,465216.0733,155809.4531,4311.249859
2.83077375,0.037045962,46095144.55,164349.8815,181,465777.0773,155809.4531,4436.377708
2.83077375,0.037045962,48149997.01,169426.9264,180,470513.1255,155809.4531,4573.424895
2.83077375,0.037045962,46203220.16,164631.7212,181,466175.9664,155809.4531,4443.985547
2.83077375,0.037045962,47778027.19,173980.258,180,484968.9786,155809.4531,4696.33523
2.83077375,0.037045962,46154892.73,164064.6304,181,459956.8982,155809.4531,4428.677786
2.83077375,0.037045962,46203220.22,164631.7262,181,466175.9664,155809.4531,4443.985681
2.744555132,0.036312403,46373330.22,165234.0103,181,466175.9664,155809.4531,4550.346329
2.17989851,0.037045962,50419922.36,180378.4519,181,466175.9664,155809.4531,4869.044844
2.83077375,0.037045962,46203220.14,164631.7195,181,466175.9664,155809.4531,4443.985502
2.105822298,0.087299857,77195726.52,275542.9463,230,458822.2367,122451.7969,3156.281746
2.105822298,0.087299857,77225800.82,272411.171,233,430654.704,121016.0156,3120.407973
2.105822298,0.085434247,76520288.94,272457.8221,230,465897.2445,122451.7969,3189.093741
2.105822298,0.082742612,75463791.47,267551.9311,230,466282.7617,122451.7969,3233.544676
2.105822298,0.087318857,77215494.84,275836.6764,230,465611.4827,122451.7969,3158.95885
2.105822298,0.087318857,76417434.07,296330.8584,180,500349.0847,155809.4531,3393.663961
2.105822298,0.041681529,57582344.08,193212.4596,226,479962.7406,124482.6589,4635.44561
2.105822298,0.082094111,75182576.54,266350.4669,230,466321.5537,122451.7969,3244.452788
2.105822298,0.082094111,75278072.01,266477.1763,230,466459.2042,122451.7969,3245.996253
2.105822298,0.087299857,77451015.03,276625.487,230,466119.8259,122451.7969,3168.682003
2.105822298,0.087299857,75153361.73,270576.0599,230,463328.508,122451.7969,3099.387192
2.105822298,0.087299857,77214916.43,275807.3317,230,465614.3784,122451.7969,3159.310221
2.105822298,0.087299857,75582089.73,266933.1302,230,459721.7129,122451.7969,3057.658262
2.105822298,0.087299857,77285140.97,276723.2975,229,472095.0108,122451.7969,3169.802401
2.105822298,0.087299857,77214923.65,275807.7861,230,465614.3784,122451.7969,3159.315425
2.17989851,0.089063431,76763340.34,273664.2464,230,465614.3784,122451.7969,3072.689227
2.744555132,0.087299857,69647713.31,241376.2228,230,465614.3784,122451.7969,2764.909704
2.105822298,0.087299857,77214921.72,275807.6589,230,465614.3784,122451.7969,3159.313969
2.105822298,0.087299857,77214922.37,275807.7017,230,465614.3784,122451.7969,3159.314459
3.15341437,0.067476355,60366831.37,203001.857,221,415071.8118,127446.7969,3008.48877
3.15341437,0.067476355,60370604.59,203253.228,221,421863.9549,127446.7969,3012.21409
3.15341437,0.067476355,60329355.54,199453.6719,222,370126.476,126988.4228,2955.904646
3.15341437,0.067938668,60539843.87,203600.5307,221,414872.5434,127446.7969,2996.828415
3.15341437,0.058335685,57204030.56,193262.7476,214,419790.9754,131762.1392,3312.942134
3.15341437,0.067476355,60362939.43,202998.5081,221,415071.8111,127446.7969,3008.439139
3.15341437,0.067476355,59776234.64,226776.3161,164,480307.203,171056.0156,3360.8264
3.15341437,0.067476355,60299502.42,202924.0754,221,415016.8334,127446.7969,3007.336047
3.15341437,0.078585468,64017577.52,216953.2705,221,410899.4271,127446.7969,2760.730132
3.15341437,0.059021986,57522410.64,194206.6924,214,419440.8218,131352.1249,3290.412692
3.15341437,0.059021986,57491174.33,193905.2237,215,419351.0732,131262.3763,3285.304958
3.15341437,0.059021986,49442755.46,168089.3673,221,395732.2166,127446.7969,2847.911063
3.15341437,0.059021986,57522411.18,194206.7319,214,419440.8226,131352.1257,3290.413362
3.15341437,0.059021986,57074133.01,189216.9611,221,414961.9617,127446.7969,3205.87248
3.15341437,0.059021986,57337337.6,203746.4262,187,438649.8252,150561.1283,3452.042865
3.15341437,0.059021986,57514626.78,194199.7859,214,419440.8226,131352.1257,3290.295676
2.911022961,0.05448416,57523504.69,194213.646,214,419440.8226,131352.1257,3564.589143
4.449924761,0.059021986,51711621.45,173198.0809,214,419440.8226,131352.1257,2934.467174
3.15341437,0.059021986,57522409.32,194206.6298,214,419440.8226,131352.1257,3290.411632
4.107906742,0.056634718,43542626.07,164428.1073,165,419090.7605,171056.0156,2903.309359
4.107906742,0.056634718,43574594.62,168262.1515,164,470833.8131,171056.0156,2971.007131
4.107906742,0.056392213,43448253.77,164377.1255,165,425936.6018,171056.0156,2914.890483
4.107906742,0.064442708,45837766.57,173349.1592,165,424204.8046,171056.0156,2689.973209
4.107906742,0.056629034,43533801.45,164661.8566,165,425884.3413,171056.0156,2907.728529
4.107906742,0.056629034,44229604.06,139992.2457,255,360653.0928,110690.0327,2472.093144
4.107906742,0.056629034,43612308.18,164771.3605,165,425937.8049,171056.0156,2909.662235
4.107906742,0.047814136,40760049.36,154698.2028,165,428394.973,171056.0156,3235.407236
4.107906742,0.056629034,43533801.44,164661.8556,165,425884.3415,171056.0156,2907.728512
4.107906742,0.056629034,43559295.88,164748.4687,165,426004.2004,171056.0156,2909.257994
4.107906742,0.056629034,51479381.81,189977.4714,165,456347.2233,171056.0156,3354.77156
4.107906742,0.056629034,43533801.45,164661.8564,165,425884.3415,171056.0156,2907.728525
4.107906742,0.056629034,43823756.08,166000.8425,165,428174.2475,171056.0156,2931.373396
4.107906742,0.056629034,43485690.46,164189.8053,165,420963.6225,171056.0156,2899.392677
4.107906742,0.056629034,43533801.46,164661.8576,165,425884.3415,171056.0156,2907.728547
4.449924761,0.0613455,43533706.02,164653.7436,165,425884.3415,171056.0156,2684.039486
2.911022961,0.056629034,49405937.01,187825.4365,165,425884.3415,171056.0156,3316.769235
4.107906742,0.056629034,43533801.38,164661.8506,165,425884.3415,171056.0156,2907.728423
4.107906742,0.056629034,43533801.4,164661.8526,165,425884.3415,171056.0156,2907.728459
2.92718656,0.065779347,58092900.78,188775.042,238,389703.8747,118279.4531,2869.822384
2.92718656,0.065779347,58120317.02,191499.6986,235,446175.671,119620.7813,2911.24354
2.92718656,0.065779347,57868720.3,197143.7532,213,424663.994,132441.7969,2997.046378
2.92718656,0.06014915,56123164.22,181153.909,238,390553.0464,118279.4531,3011.745098
2.92718656,0.065381264,57940694.87,188210.2549,238,389731.4887,118279.4531,2878.657346
2.92718656,0.065381264,57980266.22,188258.7709,238,389760.2566,118279.4531,2879.399394
2.92718656,0.065808787,57489019.61,208358.3542,178,429903.8631,158546.0156,3166.117528
2.92718656,0.087773492,66374392.31,219421.5368,238,387460.0785,118279.4531,2499.861078
2.92718656,0.067256229,58728770.43,190915.1883,238,389638.5223,118279.4531,2838.624622
2.92718656,0.068648093,59105247.66,192663.4678,238,389315.94,118279.4531,2806.537804
2.92718656,0.065779347,59294733.75,190430.5509,238,389999.3433,118279.4531,2894.989994
2.92718656,0.065779347,61533792.61,197672.0909,238,394016.5459,118279.4531,3005.078347
2.92718656,0.065779347,58116262.24,188794.1402,238,389703.8747,118279.4531,2870.112722
2.92718656,0.065779347,59141624.47,194331.5269,238,392920.923,118279.4531,2954.293957
2.92718656,0.065779347,58124715.22,188838.9832,238,390146.8336,118279.4531,2870.79444
2.92718656,0.065779347,58116262.1,188794.1315,238,389703.8747,118279.4531,2870.11259
1.956864237,0.047765609,60063317.77,196080.6164,238,389703.8747,118279.4531,4105.058409
2.672660261,0.065779347,60203629.31,196697.692,238,389703.8747,118279.4531,2990.265203
2.92718656,0.065779347,58116262.43,188794.1517,238,389703.8747,118279.4531,2870.112896
1.775271153,0.06338553,74083569.1,282699.6381,177,470728.8481,158546.0156,4460.00275
1.775271153,0.06338553,74055056.29,282191.1811,177,492239.17,158546.0156,4451.981093
1.775271153,0.067493546,77023374.73,295471.3262,177,526335.4515,158546.0156,4377.771558
1.775271153,0.063632376,74254189.29,285399.5319,177,527171.2121,158546.0156,4485.130858
1.775271156,0.063383889,74087673.1,284769.7107,177,527201.0446,158546.0156,4492.777481
1.775271153,0.063383889,74604205.06,268290.1925,212,487001.7374,132441.7969,4232.782104
1.775271153,0.046614601,65848975.05,246621.5961,177,532338.8734,158546.0156,5290.651183
1.775271153,0.062259381,73488499.26,282110.9727,177,527330.1205,158546.0156,4531.220341
1.775271153,0.060483563,72747967.39,278252.3983,177,527897.1911,158546.0156,4600.463069
1.775271153,0.06338553,73925451.71,283977.2745,177,526782.0985,158546.0156,4480.159345
1.775271153,0.06338553,71531681.46,274308.1348,177,522596.7839,158546.0156,4327.614438
1.775271153,0.06338553,74087713.78,284772.298,177,527200.6722,158546.0156,4492.702009
1.775271153,0.06338553,72845723.24,276531.4105,177,523269.1846,158546.0156,4362.689883
1.775271145,0.06338553,74084835.63,284700.7624,177,526417.0758,158546.0156,4491.57343
1.775271153,0.06338553,74087718.07,284772.6559,177,527200.6722,158546.0156,4492.707657
2.672660261,0.087289973,71642376.93,273177.8161,177,527200.6722,158546.0156,3129.544048
1.956864237,0.06338553,71481139.32,272330.6525,177,527200.6722,158546.0156,4296.416746
1.775271153,0.06338553,74087718.45,284772.6892,177,527200.6722,158546.0156,4492.708182
1.775271153,0.06338553,74087718.49,284772.6928,177,527200.6722,158546.0156,4492.708239
2.841503317,0.045742373,56729026.21,214186.9729,167,557620.626,168319.4531,4682.463047
2.841503317,0.045742373,56706944.89,212590.4083,167,514733.0738,168319.4531,4647.559642
2.841503319,0.045769439,56707206.87,210916.9348,167,512646.0478,168319.4531,4608.248206
2.841503319,0.04589429,56786674.17,214417.3867,167,557496.1226,168319.4531,4671.983915
2.841503317,0.055630886,60628278.83,229384.1168,167,550884.3563,168319.4531,4123.323088
2.841503317,0.045742373,56725134.18,214182.5385,167,557620.6249,168319.4531,4682.366104
2.841503317,0.045742373,57067441.8,197201.339,204,497859.9767,137436.7969,4311.130459
2.841503317,0.045742373,56816202.63,214312.7165,167,557702.771,168319.4531,4685.211998
2.841503317,0.053148268,59685590.47,225597.441,167,552400.2813,168319.4531,4244.680968
2.841503317,0.040096008,54470162.99,205614.7763,167,563028.7545,168319.4531,5128.060976
2.841503317,0.040096008,54479241.41,205684.1838,167,563132.5617,168319.4531,5129.792009
2.841503317,0.040096008,48580755.84,186059.7062,167,543961.4339,168319.4531,4640.35482
2.841503317,0.040096008,54470162.95,205614.7738,167,563028.7558,168319.4531,5128.060914
2.841503317,0.040096008,53342995.81,197512.7513,167,551295.0701,168319.4531,4925.995351
2.841503317,0.040096008,54472465.31,205722.3062,167,564299.5552,168319.4531,5130.742786
2.841503317,0.040096008,54470162.8,205614.7591,167,563028.7558,168319.4531,5128.060546
3.857329357,0.05200172,53743741.45,202912.7238,167,563028.7558,168319.4531,3902.038717
2.488094179,0.040096008,56625103.85,213863.6767,167,563028.7558,168319.4531,5333.789692
2.841503317,0.040096008,54470162.81,205614.7605,167,563028.7558,168319.4531,5128.060582
3.411705265,0.072190929,56438213.16,182029.6495,249,428329.531,112828.5938,2521.503077
3.411705265,0.072190929,56007755.73,193597.6532,205,430389.4643,137436.7969,2681.744866
3.411705265,0.071835388,56375848.03,178802.1927,256,385505.4942,109989.9711,2489.054441
3.411705265,0.071985342,56313292.81,178826.9824,256,385382.9882,109961.9617,2484.213821
3.411705265,0.060637078,52830949.96,166687.9308,251,387991.3964,112473.1367,2748.943971
3.411705265,0.072221875,55613777.18,207318.1948,167,445180.7465,168319.4531,2870.573419
3.411705265,0.072221875,56421564.68,179163.6178,256,385352.001,109918.0161,2480.738941
3.411705265,0.072221875,56409174.31,179127.1611,256,385299.3109,109918.0202,2480.234153
3.411705265,0.063920041,53904014.78,170326.3333,252,387173.2695,111655.0098,2664.678078
3.411705265,0.072221875,56489231.34,179028.7469,257,385358.2938,109840.0341,2478.871488
3.411705265,0.072221875,61885384.15,197778.6611,234,395749.962,120231.7024,2738.486932
3.411705265,0.072221875,56508585.78,179255.649,256,385436.2763,109918.0166,2482.013225
3.411705265,0.072221875,57237733.01,185731.6699,245,390382.3796,114864.1199,2571.681637
3.411705265,0.072221875,56507975.71,179050.1841,257,385083.1761,109564.9164,2479.168313
3.411705265,0.072221875,56516369.01,179261.398,256,385436.2763,109918.0166,2482.092826
2.488094179,0.055686791,57709021.81,183765.8393,256,385436.2763,109918.0166,3299.989729
3.857329357,0.072221875,54096594.8,170331.7598,256,385436.2763,109918.0166,2358.451087
3.411705265,0.072221875,56516368.79,179261.389,256,385436.2763,109918.0166,2482.092702
3.411705265,0.072221875,56516368.98,179261.3999,256,385436.2763,109918.0166,2482.092853
2.828098914,0.060656221,59841330.97,207560.0406,196,428018.954,143299.4531,3421.908554
2.828098914,0.060656221,59808480.37,205693.3462,197,385131.4368,143299.4531,3391.133568
2.828098914,0.060656221,59859108.65,210120.6115,196,462978.2514,143299.4531,3464.123036
2.828098914,0.060656221,59813988.34,207527.6764,196,428011.4892,143299.4531,3421.374988
2.828098914,0.058625371,59069971.89,204547.813,196,428616.5825,143299.4531,3489.06641
2.828098914,0.060372163,59727746.9,207134.3795,196,428104.0548,143299.4531,3430.95842
2.828098914,0.060504543,59930532.81,202272.5088,211,418303.4187,133526.0156,3343.096236
2.828098914,0.049639568,55732232.79,191407.0506,196,431981.1997,143299.4531,3855.937089
2.828098914,0.061624181,60264334.61,209089.4035,196,427869.7735,143299.4531,3392.976575
2.828098914,0.061624181,60160932.48,208941.3865,196,427735.0357,143299.4531,3390.574645
2.828098914,0.060504543,59772692.8,207231.1607,196,427966.4876,143299.4531,3425.05127
2.828098914,0.060504543,59188904.42,205100.2419,196,426513.1559,143299.4531,3389.832116
2.828098914,0.060504543,59782396.42,207333.6183,196,428064.3145,143299.4531,3426.744657
2.828098914,0.060504543,59876750.14,207830.2416,196,428464.5676,143299.4531,3434.952689
2.828098914,0.060504543,59798784.11,207406.4838,196,428728.7076,143299.4531,3427.948954
2.828098914,0.060504543,59782396.34,207333.6116,196,428064.3145,143299.4531,3426.744546
2.772104363,0.059306472,59782432.05,207336.1999,196,428064.3145,143299.4531,3496.013021
3.549212675,0.060504543,55493163.6,190546.122,196,428064.3145,143299.4531,3149.286213
2.828098914,0.060504543,59782396.22,207333.6018,196,428064.3145,143299.4531,3426.744384
3.478942293,0.047534589,51243455.79,172303.9295,211,456998.6123,133526.0156,3624.811563
3.478942293,0.047534589,51179375.34,168136.3844,211,379150.806,133526.0156,3537.137616
3.478942293,0.049481754,51880098.47,173079.5963,211,413256.2941,133526.0156,3497.846843
3.478942293,0.047806942,51349471.01,171094.6826,211,414014.2219,133526.0156,3578.866875
3.478942293,0.047806942,51321994.97,171053.2622,211,413986.2628,133526.0156,3578.000465
3.478942293,0.047534589,51086040.11,174996.9539,197,423871.3064,143299.4531,3681.465558
3.478942293,0.058184423,54785296.84,183643.2887,211,410150.7023,133526.0156,3156.227699
3.478942293,0.046437121,50713098.55,169219.7503,211,414492.8867,133526.0156,3644.062037
3.478942293,0.046437121,50824330.95,169368.1068,211,414628.9194,133526.0156,3647.256819
3.478942293,0.047534589,51222537.06,170796.356,211,414214.7563,133526.0156,3593.096269
3.478942293,0.047534589,51792974.26,172963.2715,211,416161.9683,133526.0156,3638.682347
3.478942293,0.047534589,51220023.47,170715.5949,211,414111.0883,133526.0156,3591.397273
3.478942293,0.047534589,51126540.18,170252.3059,211,413635.0078,133526.0156,3581.650919
3.478942293,0.047534589,51218992.56,170649.2106,211,413335.1754,133526.0156,3590.000726
3.478942293,0.047534589,51220023.34,170715.5857,211,414111.0883,133526.0156,3591.39708
3.549212675,0.048494852,51219992.34,170713.4996,211,414111.0883,133526.0156,3520.239636
2.772104363,0.047534589,54979168.9,184222.3618,211,414111.0883,133526.0156,3875.543346
3.478942293,0.047534589,51220023.36,170715.5871,211,414111.0883,133526.0156,3591.397108
3.478942293,0.047534589,51220023.42,170715.5919,211,414111.0883,133526.0156,3591.39721
1.438383933,0.072647636,81962111.92,295108.2472,240,366622.9942,117456.7969,4062.186502
1.438383933,0.072647636,81996458.64,297201.4186,240,423094.7887,117456.7969,4090.999158
1.438383933,0.072647636,82118329.04,288717.7582,252,321672.7247,112192.3553,3974.220954
1.438383933,0.075243799,83308738.81,301820.559,240,366162.3597,117456.7969,4011.235009
1.438383933,0.072426062,81827880.79,294502.2502,240,366636.0527,117456.7969,4066.246902
1.438383939,0.072666226,81974259.63,295158.6011,240,366619.4754,117456.7969,4061.840271
1.438383933,0.072666226,81962158.83,294438.7666,240,356864.7877,117456.7969,4051.934231
1.438383933,0.063901814,77197950.81,272351.3503,240,368450.104,117456.7969,4262.028475
1.438383933,0.073548896,82520095.49,297552.0149,240,366596.1907,117456.7969,4045.63539
1.438383933,0.076413846,83891632.23,304815.8886,240,365944.816,117456.7969,3989.01384
1.438383933,0.072647636,81449426.42,293236.1315,240,365045.7129,117456.7969,4036.416692
1.438383933,0.072647636,81165661.17,292280.922,240,364498.5495,117456.7969,4023.268164
1.438383931,0.072647636,81966013.27,295111.7729,240,366622.9942,117456.7969,4062.235033
1.438383933,0.072647636,80047491.45,285650.6521,240,358151.0602,117456.7969,3932.002016
1.438383932,0.072647636,81967615.61,295148.3584,240,366999.5257,117456.7969,4062.738635
1.438383933,0.072647636,81966011.6,295111.682,240,366622.9942,117456.7969,4062.233781
1.300414546,0.068416967,83437278.52,302487.4719,240,366622.9942,117456.7969,4421.234733
1.737092859,0.072647636,75581145.73,264662.877,240,366622.9942,117456.7969,3643.103765
1.438383933,0.072647636,81966010.64,295111.6216,240,366622.9942,117456.7969,4062.23295
1.57787813,0.066367055,73145632.41,242986.3257,268,302104.4494,105412.0072,3661.249186
1.57787813,0.066367055,72811947.91,254523.1924,240,403527.4508,117456.7969,3835.083428
1.57787813,0.063978467,71928702.94,239424.6692,268,358771.4823,105412.0322,3742.269529
1.57787813,0.066665237,73380923,245827.1888,268,358581.6537,105412.0041,3687.486922
1.57787813,0.066351645,73184737.73,245046.2546,268,358577.5265,105412.0073,3693.145124
1.57787813,0.066351645,73198319.05,245937.3109,267,368331.2689,105412.0073,3706.574427
1.57787813,0.075046508,77516307.64,265447.0522,268,357981.2818,105411.9173,3537.100643
1.57787813,0.065471299,72644533.51,242865.7542,268,358510.0044,105412.0165,3709.499574
