3,4,7,8,9,13,16
0.004367353,0.028159586,0.055875674,0.250440589,0.959964844,16.63123944,13.50719639
0.003063666,0.012677805,0.054175693,0.231268104,0.930652344,27.65638152,14.58116383
0.002641884,0.024948195,0.050596787,0.286388999,0.969910156,46.82906803,16.45165571
0.004865822,0.013300911,0.056233564,0.293099369,0.974097656,22.52158918,22.62138086
0.004658766,0.024181296,0.055607256,0.300289051,0.972527344,47.01575998,22.72044676
0.003063666,0.021065767,0.054175693,0.231268104,0.930652344,27.65638152,14.58116383
0.003063666,0.012677805,0.054175693,0.231268104,0.930652344,27.65638152,14.58116383
0.003063666,0.012677805,0.054175693,0.231268104,0.930652344,27.65638152,14.58116383
0.003063666,0.012677805,0.054175693,0.231268104,0.930652344,27.65638152,14.58116383
0.003063666,0.012677805,0.046928408,0.231268104,0.930652344,27.65638152,14.58116383
