input1,input2,input6,input7,input11,input13,input14
19731.09375,58938.04688,114908.2031,0.0453179,0.938237466,24.91408436,0.002640234
63783.28125,58938.04688,114908.2031,0.0453179,0.938237466,24.91408436,0.002640234
19731.09375,73923.04688,114908.2031,0.0453179,0.938237466,24.91408436,0.002640234
19731.09375,58938.04688,114908.2031,0.0453179,0.938237466,24.91408436,0.002640234
19731.09375,58938.04688,114908.2031,0.0453179,0.938237466,24.91408436,0.002640234
19731.09375,58938.04688,114908.2031,0.0453179,0.938237466,24.91408436,0.002640234
19731.09375,58938.04688,148919.7656,0.0453179,0.938237466,24.91408436,0.002640234
19731.09375,58938.04688,114908.2031,0.049165225,0.938237466,24.91408436,0.002640234
19731.09375,58938.04688,114908.2031,0.0453179,0.938237466,24.91408436,0.002640234
19731.09375,58938.04688,114908.2031,0.0453179,0.938237466,24.91408436,0.002640234
19731.09375,58938.04688,114908.2031,0.0453179,0.938237466,24.91408436,0.002640234
19731.09375,58938.04688,114908.2031,0.0453179,0.871849544,24.91408436,0.002640234
19731.09375,58938.04688,114908.2031,0.0453179,0.938237466,24.91408436,0.002640234
19731.09375,58938.04688,114908.2031,0.0453179,0.938237466,22.01115526,0.002640234
19731.09375,58938.04688,114908.2031,0.0453179,0.938237466,24.91408436,0.003765234
19731.09375,58938.04688,114908.2031,0.0453179,0.938237466,24.91408436,0.002640234
19731.09375,58938.04688,114908.2031,0.0453179,0.938237466,24.91408436,0.002640234
19731.09375,58938.04688,114908.2031,0.0453179,0.938237466,24.91408436,0.002640234
19731.09375,58938.04688,114908.2031,0.0453179,0.938237466,24.91408436,0.002640234
19731.09375,73923.04688,148919.7656,0.049165225,0.871849544,22.01115526,0.003765234
63783.28125,58938.04688,148919.7656,0.049165225,0.871849544,22.01115526,0.003765234
63783.28125,73923.04688,148919.7656,0.049165225,0.871849544,22.01115526,0.003765234
63783.28125,73923.04688,148919.7656,0.049165225,0.871849544,22.01115526,0.003765234
63783.28125,73923.04688,148919.7656,0.049165225,0.871849544,22.01115526,0.003765234
63783.28125,73923.04688,114908.2031,0.049165225,0.871849544,22.01115526,0.003765234
63783.28125,73923.04688,148919.7656,0.0453179,0.871849544,22.01115526,0.003765234
63783.28125,73923.04688,148919.7656,0.049165225,0.871849544,22.01115526,0.003765234
63783.28125,73923.04688,148919.7656,0.049165225,0.871849544,22.01115526,0.003765234
63783.28125,73923.04688,148919.7656,0.049165225,0.871849544,22.01115526,0.003765234
63783.28125,73923.04688,148919.7656,0.049165225,0.938237466,22.01115526,0.003765234
63783.28125,73923.04688,148919.7656,0.049165225,0.871849544,22.01115526,0.003765234
63783.28125,73923.04688,148919.7656,0.049165225,0.871849544,24.91408436,0.003765234
63783.28125,73923.04688,148919.7656,0.049165225,0.871849544,22.01115526,0.002640234
63783.28125,73923.04688,148919.7656,0.049165225,0.871849544,22.01115526,0.003765234
63783.28125,73923.04688,148919.7656,0.049165225,0.871849544,22.01115526,0.003765234
63783.28125,73923.04688,148919.7656,0.049165225,0.871849544,22.01115526,0.003765234
63783.28125,73923.04688,148919.7656,0.049165225,0.871849544,22.01115526,0.003765234
