h2_ratio,Pmeoh,Tmeoh,reactor_mode,recycle_ratio,Vmeoh
2.761171875,7838.867188,257.1328125,0.685546875,0.990595703,14.63162444
2.761171875,7838.867188,257.1328125,0.685546875,0.990595703,13.30732433
2.887734375,7838.867188,257.1328125,0.685546875,0.990595703,14.63162444
2.508046875,6086.914063,259.2421875,0.947265625,0.990380859,17.31806183
2.508046875,6086.914063,259.2421875,0.568359375,0.990380859,17.31806183
