h2_ratio,Pmeoh,Tmeoh,reactor_mode,recycle_ratio,Vmeoh
3.070546875,10987.30469,208.1953125,0.673828125,0.955361328,17.50724756
3.070546875,10987.30469,208.1953125,0.794921875,0.987373047,17.50724756
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,20.11801065
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756
3.070546875,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065
2.184609375,10987.30469,233.0859375,0.673828125,0.987373047,20.11801065
2.184609375,8575.195313,208.1953125,0.673828125,0.987373047,20.11801065
2.184609375,8575.195313,233.0859375,0.794921875,0.987373047,20.11801065
2.184609375,8575.195313,233.0859375,0.673828125,0.955361328,20.11801065
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,17.50724756
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492
2.634609375,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492
3.520546875,6950.195313,289.1953125,0.044921875,0.941611328,19.92882492
3.520546875,6112.304688,206.0859375,0.044921875,0.941611328,19.92882492
3.520546875,6112.304688,289.1953125,0.423828125,0.941611328,19.92882492
3.520546875,6112.304688,289.1953125,0.044921875,0.973623047,19.92882492
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,12.85327857
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492
3.520546875,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857
2.634609375,6112.304688,206.0859375,0.423828125,0.973623047,12.85327857
2.634609375,6950.195313,289.1953125,0.423828125,0.973623047,12.85327857
2.634609375,6950.195313,206.0859375,0.044921875,0.973623047,12.85327857
2.634609375,6950.195313,206.0859375,0.423828125,0.941611328,12.85327857
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,19.92882492
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857
2.634609375,6950.195313,206.0859375,0.423828125,0.973623047,12.85327857
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702
3.534609375,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702
2.620546875,10200.19531,235.1953125,0.544921875,0.969111328,15.0856702
2.620546875,9362.304688,260.0859375,0.544921875,0.969111328,15.0856702
2.620546875,9362.304688,235.1953125,0.923828125,0.969111328,15.0856702
2.620546875,9362.304688,235.1953125,0.544921875,0.946123047,15.0856702
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,17.69643329
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702
2.620546875,9362.304688,235.1953125,0.544921875,0.969111328,15.0856702
2.620546875,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329
3.534609375,9362.304688,260.0859375,0.923828125,0.946123047,17.69643329
3.534609375,10200.19531,235.1953125,0.923828125,0.946123047,17.69643329
3.534609375,10200.19531,260.0859375,0.544921875,0.946123047,17.69643329
3.534609375,10200.19531,260.0859375,0.923828125,0.969111328,17.69643329
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,15.0856702
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329
3.534609375,10200.19531,260.0859375,0.923828125,0.946123047,17.69643329
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152
3.759609375,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152
2.845546875,9387.695313,194.6953125,0.669921875,0.975986328,13.87488152
2.845546875,5299.804688,246.5859375,0.669921875,0.975986328,13.87488152
2.845546875,5299.804688,194.6953125,0.798828125,0.975986328,13.87488152
2.845546875,5299.804688,194.6953125,0.669921875,0.980498047,13.87488152
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,14.06406725
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152
2.845546875,5299.804688,194.6953125,0.669921875,0.975986328,13.87488152
2.845546875,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725
3.759609375,5299.804688,246.5859375,0.798828125,0.980498047,14.06406725
3.759609375,9387.695313,194.6953125,0.798828125,0.980498047,14.06406725
3.759609375,9387.695313,246.5859375,0.669921875,0.980498047,14.06406725
3.759609375,9387.695313,246.5859375,0.798828125,0.975986328,14.06406725
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,13.87488152
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725
3.759609375,9387.695313,246.5859375,0.798828125,0.980498047,14.06406725
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624
2.859609375,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624
3.745546875,6137.695313,248.6953125,0.169921875,0.948486328,18.71803624
3.745546875,8549.804688,192.5859375,0.169921875,0.948486328,18.71803624
3.745546875,8549.804688,248.6953125,0.298828125,0.948486328,18.71803624
3.745546875,8549.804688,248.6953125,0.169921875,0.952998047,18.71803624
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.90722197
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624
3.745546875,8549.804688,248.6953125,0.169921875,0.948486328,18.71803624
3.745546875,6137.695313,192.5859375,0.298828125,0.952998047,18.90722197
2.859609375,8549.804688,192.5859375,0.298828125,0.952998047,18.90722197
2.859609375,6137.695313,248.6953125,0.298828125,0.952998047,18.90722197
2.859609375,6137.695313,192.5859375,0.169921875,0.952998047,18.90722197
2.859609375,6137.695313,192.5859375,0.298828125,0.948486328,18.90722197
2.859609375,6137.695313,192.5859375,0.298828125,0.952998047,18.71803624
2.859609375,6137.695313,192.5859375,0.298828125,0.952998047,18.90722197
2.859609375,6137.695313,192.5859375,0.298828125,0.952998047,18.90722197
2.859609375,6137.695313,192.5859375,0.298828125,0.952998047,18.90722197
2.859609375,6137.695313,192.5859375,0.298828125,0.952998047,18.90722197
2.859609375,6137.695313,192.5859375,0.298828125,0.952998047,18.90722197
2.859609375,6137.695313,192.5859375,0.298828125,0.952998047,18.90722197
2.859609375,6137.695313,192.5859375,0.298828125,0.952998047,18.90722197
2.859609375,6137.695313,192.5859375,0.298828125,0.952998047,18.90722197
2.859609375,6137.695313,192.5859375,0.298828125,0.952998047,18.90722197
3.295546875,6924.804688,221.6953125,0.919921875,0.962236328,21.1396136
2.409609375,6924.804688,221.6953125,0.919921875,0.962236328,21.1396136
3.295546875,7762.695313,221.6953125,0.919921875,0.962236328,21.1396136
3.295546875,6924.804688,219.5859375,0.919921875,0.962236328,21.1396136
3.295546875,6924.804688,221.6953125,0.548828125,0.962236328,21.1396136
3.295546875,6924.804688,221.6953125,0.919921875,0.966748047,21.1396136
3.295546875,6924.804688,221.6953125,0.919921875,0.962236328,11.64248989
3.295546875,6924.804688,221.6953125,0.919921875,0.962236328,21.1396136
3.295546875,6924.804688,221.6953125,0.919921875,0.962236328,21.1396136
3.295546875,6924.804688,221.6953125,0.919921875,0.962236328,21.1396136
3.295546875,6924.804688,221.6953125,0.919921875,0.962236328,21.1396136
3.295546875,6924.804688,221.6953125,0.919921875,0.962236328,21.1396136
3.295546875,6924.804688,221.6953125,0.919921875,0.962236328,21.1396136
3.295546875,6924.804688,221.6953125,0.919921875,0.962236328,21.1396136
3.295546875,6924.804688,221.6953125,0.919921875,0.962236328,21.1396136
3.295546875,7762.695313,219.5859375,0.548828125,0.966748047,11.64248989
2.409609375,6924.804688,219.5859375,0.548828125,0.966748047,11.64248989
2.409609375,7762.695313,221.6953125,0.548828125,0.966748047,11.64248989
2.409609375,7762.695313,219.5859375,0.919921875,0.966748047,11.64248989
2.409609375,7762.695313,219.5859375,0.548828125,0.962236328,11.64248989
2.409609375,7762.695313,219.5859375,0.548828125,0.966748047,21.1396136
2.409609375,7762.695313,219.5859375,0.548828125,0.966748047,11.64248989
2.409609375,7762.695313,219.5859375,0.548828125,0.966748047,11.64248989
2.409609375,7762.695313,219.5859375,0.548828125,0.966748047,11.64248989
2.409609375,7762.695313,219.5859375,0.548828125,0.966748047,11.64248989
2.409609375,7762.695313,219.5859375,0.548828125,0.966748047,11.64248989
2.409609375,7762.695313,219.5859375,0.548828125,0.966748047,11.64248989
2.409609375,7762.695313,219.5859375,0.548828125,0.966748047,11.64248989
2.409609375,7762.695313,219.5859375,0.548828125,0.966748047,11.64248989
2.395546875,10174.80469,275.6953125,0.419921875,0.989736328,16.29645888
3.309609375,10174.80469,275.6953125,0.419921875,0.989736328,16.29645888
2.395546875,4512.695313,275.6953125,0.419921875,0.989736328,16.29645888
2.395546875,10174.80469,273.5859375,0.419921875,0.989736328,16.29645888
2.395546875,10174.80469,275.6953125,0.048828125,0.989736328,16.29645888
2.395546875,10174.80469,275.6953125,0.419921875,0.994248047,16.29645888
2.395546875,10174.80469,275.6953125,0.419921875,0.989736328,16.48564461
2.395546875,10174.80469,275.6953125,0.419921875,0.989736328,16.29645888
2.395546875,10174.80469,275.6953125,0.419921875,0.989736328,16.29645888
2.395546875,10174.80469,275.6953125,0.419921875,0.989736328,16.29645888
2.395546875,10174.80469,275.6953125,0.419921875,0.989736328,16.29645888
2.395546875,10174.80469,275.6953125,0.419921875,0.989736328,16.29645888
2.395546875,10174.80469,275.6953125,0.419921875,0.989736328,16.29645888
2.395546875,10174.80469,275.6953125,0.419921875,0.989736328,16.29645888
2.395546875,10174.80469,275.6953125,0.419921875,0.989736328,16.29645888
2.395546875,4512.695313,273.5859375,0.048828125,0.994248047,16.48564461
3.309609375,10174.80469,273.5859375,0.048828125,0.994248047,16.48564461
3.309609375,4512.695313,275.6953125,0.048828125,0.994248047,16.48564461
3.309609375,4512.695313,273.5859375,0.419921875,0.994248047,16.48564461
3.309609375,4512.695313,273.5859375,0.048828125,0.989736328,16.48564461
3.309609375,4512.695313,273.5859375,0.048828125,0.994248047,16.29645888
3.309609375,4512.695313,273.5859375,0.048828125,0.994248047,16.48564461
3.309609375,4512.695313,273.5859375,0.048828125,0.994248047,16.48564461
3.309609375,4512.695313,273.5859375,0.048828125,0.994248047,16.48564461
3.309609375,4512.695313,273.5859375,0.048828125,0.994248047,16.48564461
3.309609375,4512.695313,273.5859375,0.048828125,0.994248047,16.48564461
3.309609375,4512.695313,273.5859375,0.048828125,0.994248047,16.48564461
3.309609375,4512.695313,273.5859375,0.048828125,0.994248047,16.48564461
3.309609375,4512.695313,273.5859375,0.048828125,0.994248047,16.48564461
3.309609375,4512.695313,273.5859375,0.048828125,0.994248047,16.48564461
2.508046875,5706.054688,228.4453125,0.232421875,0.958798828,14.48027586
2.747109375,5706.054688,228.4453125,0.232421875,0.958798828,14.48027586
2.508046875,9793.945313,228.4453125,0.232421875,0.958798828,14.48027586
2.508046875,5706.054688,212.8359375,0.232421875,0.958798828,14.48027586
2.508046875,5706.054688,228.4453125,0.986328125,0.958798828,14.48027586
2.508046875,5706.054688,228.4453125,0.232421875,0.977060547,14.48027586
2.508046875,5706.054688,228.4453125,0.232421875,0.958798828,13.45867291
2.508046875,5706.054688,228.4453125,0.232421875,0.958798828,14.48027586
2.508046875,5706.054688,228.4453125,0.232421875,0.958798828,14.48027586
2.508046875,5706.054688,228.4453125,0.232421875,0.958798828,14.48027586
2.508046875,5706.054688,228.4453125,0.232421875,0.958798828,14.48027586
2.508046875,5706.054688,228.4453125,0.232421875,0.958798828,14.48027586
2.508046875,5706.054688,228.4453125,0.232421875,0.958798828,14.48027586
2.508046875,5706.054688,228.4453125,0.232421875,0.958798828,14.48027586
2.508046875,5706.054688,228.4453125,0.232421875,0.958798828,14.48027586
2.508046875,9793.945313,212.8359375,0.986328125,0.977060547,13.45867291
2.747109375,5706.054688,212.8359375,0.986328125,0.977060547,13.45867291
2.747109375,9793.945313,228.4453125,0.986328125,0.977060547,13.45867291
2.747109375,9793.945313,212.8359375,0.232421875,0.977060547,13.45867291
2.747109375,9793.945313,212.8359375,0.986328125,0.958798828,13.45867291
2.747109375,9793.945313,212.8359375,0.986328125,0.977060547,14.48027586
2.747109375,9793.945313,212.8359375,0.986328125,0.977060547,13.45867291
2.747109375,9793.945313,212.8359375,0.986328125,0.977060547,13.45867291
2.747109375,9793.945313,212.8359375,0.986328125,0.977060547,13.45867291
2.747109375,9793.945313,212.8359375,0.986328125,0.977060547,13.45867291
2.747109375,9793.945313,212.8359375,0.986328125,0.977060547,13.45867291
2.747109375,9793.945313,212.8359375,0.986328125,0.977060547,13.45867291
2.747109375,9793.945313,212.8359375,0.986328125,0.977060547,13.45867291
2.747109375,9793.945313,212.8359375,0.986328125,0.977060547,13.45867291
2.747109375,9793.945313,212.8359375,0.986328125,0.977060547,13.45867291
3.408046875,8956.054688,282.4453125,0.732421875,0.986298828,19.32343058
3.647109375,8956.054688,282.4453125,0.732421875,0.986298828,19.32343058
3.408046875,6543.945313,282.4453125,0.732421875,0.986298828,19.32343058
3.408046875,8956.054688,266.8359375,0.732421875,0.986298828,19.32343058
3.408046875,8956.054688,282.4453125,0.486328125,0.986298828,19.32343058
3.408046875,8956.054688,282.4453125,0.732421875,0.949560547,19.32343058
3.408046875,8956.054688,282.4453125,0.732421875,0.986298828,18.30182763
3.408046875,8956.054688,282.4453125,0.732421875,0.986298828,19.32343058
3.408046875,8956.054688,282.4453125,0.732421875,0.986298828,19.32343058
3.408046875,8956.054688,282.4453125,0.732421875,0.986298828,19.32343058
3.408046875,8956.054688,282.4453125,0.732421875,0.986298828,19.32343058
3.408046875,8956.054688,282.4453125,0.732421875,0.986298828,19.32343058
3.408046875,8956.054688,282.4453125,0.732421875,0.986298828,19.32343058
3.408046875,8956.054688,282.4453125,0.732421875,0.986298828,19.32343058
3.408046875,8956.054688,282.4453125,0.732421875,0.986298828,19.32343058
3.408046875,6543.945313,266.8359375,0.486328125,0.949560547,18.30182763
3.647109375,8956.054688,266.8359375,0.486328125,0.949560547,18.30182763
3.647109375,6543.945313,282.4453125,0.486328125,0.949560547,18.30182763
3.647109375,6543.945313,266.8359375,0.732421875,0.949560547,18.30182763
3.647109375,6543.945313,266.8359375,0.486328125,0.986298828,18.30182763
3.647109375,6543.945313,266.8359375,0.486328125,0.949560547,19.32343058
3.647109375,6543.945313,266.8359375,0.486328125,0.949560547,18.30182763
3.647109375,6543.945313,266.8359375,0.486328125,0.949560547,18.30182763
3.647109375,6543.945313,266.8359375,0.486328125,0.949560547,18.30182763
3.647109375,6543.945313,266.8359375,0.486328125,0.949560547,18.30182763
3.647109375,6543.945313,266.8359375,0.486328125,0.949560547,18.30182763
3.647109375,6543.945313,266.8359375,0.486328125,0.949560547,18.30182763
3.647109375,6543.945313,266.8359375,0.486328125,0.949560547,18.30182763
3.647109375,6543.945313,266.8359375,0.486328125,0.949560547,18.30182763
3.647109375,6543.945313,266.8359375,0.486328125,0.949560547,18.30182763
3.858046875,7331.054688,201.4453125,0.482421875,0.972548828,16.90185322
3.197109375,7331.054688,201.4453125,0.482421875,0.972548828,16.90185322
3.858046875,8168.945313,201.4453125,0.482421875,0.972548828,16.90185322
3.858046875,7331.054688,293.8359375,0.482421875,0.972548828,16.90185322
3.858046875,7331.054688,201.4453125,0.736328125,0.972548828,16.90185322
3.858046875,7331.054688,201.4453125,0.482421875,0.963310547,16.90185322
3.858046875,7331.054688,201.4453125,0.482421875,0.972548828,15.88025027
3.858046875,7331.054688,201.4453125,0.482421875,0.972548828,16.90185322
3.858046875,7331.054688,201.4453125,0.482421875,0.972548828,16.90185322
3.858046875,7331.054688,201.4453125,0.482421875,0.972548828,16.90185322
3.858046875,7331.054688,201.4453125,0.482421875,0.972548828,16.90185322
3.858046875,7331.054688,201.4453125,0.482421875,0.972548828,16.90185322
3.858046875,7331.054688,201.4453125,0.482421875,0.972548828,16.90185322
3.858046875,7331.054688,201.4453125,0.482421875,0.972548828,16.90185322
3.858046875,7331.054688,201.4453125,0.482421875,0.972548828,16.90185322
3.858046875,8168.945313,293.8359375,0.736328125,0.963310547,15.88025027
3.197109375,7331.054688,293.8359375,0.736328125,0.963310547,15.88025027
3.197109375,8168.945313,201.4453125,0.736328125,0.963310547,15.88025027
3.197109375,8168.945313,293.8359375,0.482421875,0.963310547,15.88025027
3.197109375,8168.945313,293.8359375,0.736328125,0.972548828,15.88025027
3.197109375,8168.945313,293.8359375,0.736328125,0.963310547,16.90185322
3.197109375,8168.945313,293.8359375,0.736328125,0.963310547,15.88025027
3.197109375,8168.945313,293.8359375,0.736328125,0.963310547,15.88025027
3.197109375,8168.945313,293.8359375,0.736328125,0.963310547,15.88025027
3.197109375,8168.945313,293.8359375,0.736328125,0.963310547,15.88025027
3.197109375,8168.945313,293.8359375,0.736328125,0.963310547,15.88025027
3.197109375,8168.945313,293.8359375,0.736328125,0.963310547,15.88025027
3.197109375,8168.945313,293.8359375,0.736328125,0.963310547,15.88025027
3.197109375,8168.945313,293.8359375,0.736328125,0.963310547,15.88025027
3.197109375,8168.945313,293.8359375,0.736328125,0.963310547,15.88025027
2.958046875,10581.05469,255.4453125,0.982421875,0.945048828,12.0586985
2.297109375,10581.05469,255.4453125,0.982421875,0.945048828,12.0586985
2.958046875,4918.945313,255.4453125,0.982421875,0.945048828,12.0586985
2.958046875,10581.05469,239.8359375,0.982421875,0.945048828,12.0586985
2.958046875,10581.05469,255.4453125,0.236328125,0.945048828,12.0586985
2.958046875,10581.05469,255.4453125,0.982421875,0.990810547,12.0586985
2.958046875,10581.05469,255.4453125,0.982421875,0.945048828,20.72340499
2.958046875,10581.05469,255.4453125,0.982421875,0.945048828,12.0586985
2.958046875,10581.05469,255.4453125,0.982421875,0.945048828,12.0586985
2.958046875,10581.05469,255.4453125,0.982421875,0.945048828,12.0586985
2.958046875,10581.05469,255.4453125,0.982421875,0.945048828,12.0586985
2.958046875,10581.05469,255.4453125,0.982421875,0.945048828,12.0586985
2.958046875,10581.05469,255.4453125,0.982421875,0.945048828,12.0586985
2.958046875,10581.05469,255.4453125,0.982421875,0.945048828,12.0586985
2.958046875,10581.05469,255.4453125,0.982421875,0.945048828,12.0586985
2.958046875,4918.945313,239.8359375,0.236328125,0.990810547,20.72340499
2.297109375,10581.05469,239.8359375,0.236328125,0.990810547,20.72340499
2.297109375,4918.945313,255.4453125,0.236328125,0.990810547,20.72340499
2.297109375,4918.945313,239.8359375,0.982421875,0.990810547,20.72340499
2.297109375,4918.945313,239.8359375,0.236328125,0.945048828,20.72340499
2.297109375,4918.945313,239.8359375,0.236328125,0.990810547,12.0586985
2.297109375,4918.945313,239.8359375,0.236328125,0.990810547,20.72340499
2.297109375,4918.945313,239.8359375,0.236328125,0.990810547,20.72340499
2.297109375,4918.945313,239.8359375,0.236328125,0.990810547,20.72340499
2.297109375,4918.945313,239.8359375,0.236328125,0.990810547,20.72340499
2.297109375,4918.945313,239.8359375,0.236328125,0.990810547,20.72340499
2.297109375,4918.945313,239.8359375,0.236328125,0.990810547,20.72340499
2.297109375,4918.945313,239.8359375,0.236328125,0.990810547,20.72340499
2.297109375,4918.945313,239.8359375,0.236328125,0.990810547,20.72340499
2.297109375,4918.945313,239.8359375,0.236328125,0.990810547,20.72340499
2.733046875,6518.554688,295.9453125,0.857421875,0.951923828,15.69106454
2.522109375,6518.554688,295.9453125,0.857421875,0.951923828,15.69106454
2.733046875,5731.445313,295.9453125,0.857421875,0.951923828,15.69106454
2.733046875,6518.554688,226.3359375,0.857421875,0.951923828,15.69106454
2.733046875,6518.554688,295.9453125,0.111328125,0.951923828,15.69106454
2.733046875,6518.554688,295.9453125,0.857421875,0.956435547,15.69106454
2.733046875,6518.554688,295.9453125,0.857421875,0.951923828,12.24788423
2.733046875,6518.554688,295.9453125,0.857421875,0.951923828,15.69106454
2.733046875,6518.554688,295.9453125,0.857421875,0.951923828,15.69106454
2.733046875,6518.554688,295.9453125,0.857421875,0.951923828,15.69106454
2.733046875,6518.554688,295.9453125,0.857421875,0.951923828,15.69106454
2.733046875,6518.554688,295.9453125,0.857421875,0.951923828,15.69106454
2.733046875,6518.554688,295.9453125,0.857421875,0.951923828,15.69106454
2.733046875,6518.554688,295.9453125,0.857421875,0.951923828,15.69106454
2.733046875,6518.554688,295.9453125,0.857421875,0.951923828,15.69106454
2.733046875,5731.445313,226.3359375,0.111328125,0.956435547,12.24788423
2.522109375,6518.554688,226.3359375,0.111328125,0.956435547,12.24788423
2.522109375,5731.445313,295.9453125,0.111328125,0.956435547,12.24788423
2.522109375,5731.445313,226.3359375,0.857421875,0.956435547,12.24788423
2.522109375,5731.445313,226.3359375,0.111328125,0.951923828,12.24788423
2.522109375,5731.445313,226.3359375,0.111328125,0.956435547,15.69106454
2.522109375,5731.445313,226.3359375,0.111328125,0.956435547,12.24788423
2.522109375,5731.445313,226.3359375,0.111328125,0.956435547,12.24788423
2.522109375,5731.445313,226.3359375,0.111328125,0.956435547,12.24788423
2.522109375,5731.445313,226.3359375,0.111328125,0.956435547,12.24788423
2.522109375,5731.445313,226.3359375,0.111328125,0.956435547,12.24788423
2.522109375,5731.445313,226.3359375,0.111328125,0.956435547,12.24788423
2.522109375,5731.445313,226.3359375,0.111328125,0.956435547,12.24788423
