input4,input7,input8,input9,input11,input13,input16,input17
0.016512302,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
0.016512302,0.0224129,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
0.016512302,0.026260225,0.192443821,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
0.016512302,0.026260225,0.309395982,1.045285156,0.525006524,38.37180044,44.15309034,0.000782351
0.016512302,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
0.016512302,0.026260225,0.309395982,0.916519531,0.591394446,38.37180044,44.15309034,0.000782351
0.016512302,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
0.016512302,0.026260225,0.309395982,0.916519531,0.525006524,39.7680123,44.15309034,0.000782351
0.016512302,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
0.016512302,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
0.016512302,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,30.23650134,0.000782351
0.016512302,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.001200315
0.016512302,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
0.016512302,0.026260225,0.309395982,0.916519531,0.525006524,38.37180044,44.15309034,0.000782351
0.027392687,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
0.027392687,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
0.027392687,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
0.027392687,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
0.010377107,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
0.027392687,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
0.027392687,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
0.027392687,0.060617725,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
0.027392687,0.0567704,0.248044029,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
0.027392687,0.0567704,0.131091868,0.983519531,0.417972936,33.49416933,37.24349906,0.000801065
0.027392687,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
0.027392687,0.0567704,0.131091868,0.978285156,0.698428034,33.49416933,37.24349906,0.000801065
0.027392687,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
0.027392687,0.0567704,0.131091868,0.978285156,0.417972936,31.71555439,37.24349906,0.000801065
0.027392687,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
0.027392687,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
0.027392687,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,38.64716709,0.000801065
0.027392687,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.001181601
0.027392687,0.0567704,0.131091868,0.978285156,0.417972936,33.49416933,37.24349906,0.000801065
0.010377107,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
0.010377107,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
0.010377107,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
0.027392687,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
0.010377107,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
0.010377107,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
0.010377107,0.0567704,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
0.010377107,0.060617725,0.131091868,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
0.010377107,0.060617725,0.248044029,0.978285156,0.698428034,31.71555439,38.64716709,0.001181601
0.010377107,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
0.010377107,0.060617725,0.248044029,0.983519531,0.417972936,31.71555439,38.64716709,0.001181601
0.010377107,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
0.010377107,0.060617725,0.248044029,0.983519531,0.698428034,33.49416933,38.64716709,0.001181601
0.010377107,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
0.010377107,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
0.010377107,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,37.24349906,0.001181601
0.010377107,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.000801065
0.010377107,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
0.010377107,0.060617725,0.248044029,0.983519531,0.698428034,31.71555439,38.64716709,0.001181601
0.015122297,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
0.015122297,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
0.015122297,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
0.015122297,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
0.022647497,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
0.015122297,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
0.015122297,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
0.015122297,0.037712725,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
0.015122297,0.0338654,0.125340123,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
0.015122297,0.0338654,0.253795774,0.849519531,0.764815956,45.54777147,19.21189205,0.001599565
0.015122297,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
0.015122297,0.0338654,0.253795774,0.844285156,0.351585014,45.54777147,19.21189205,0.001599565
0.015122297,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
0.015122297,0.0338654,0.253795774,0.844285156,0.764815956,43.86536751,19.21189205,0.001599565
0.015122297,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
0.015122297,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
0.015122297,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,22.62138086,0.001599565
0.015122297,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001980101
0.015122297,0.0338654,0.253795774,0.844285156,0.764815956,45.54777147,19.21189205,0.001599565
0.022647497,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
0.022647497,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
0.022647497,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
0.015122297,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
0.022647497,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
0.022647497,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
0.022647497,0.0338654,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
0.022647497,0.037712725,0.253795774,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
0.022647497,0.037712725,0.125340123,0.844285156,0.351585014,43.86536751,22.62138086,0.001980101
0.022647497,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
0.022647497,0.037712725,0.125340123,0.849519531,0.764815956,43.86536751,22.62138086,0.001980101
0.022647497,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
0.022647497,0.037712725,0.125340123,0.849519531,0.351585014,45.54777147,22.62138086,0.001980101
0.022647497,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
0.022647497,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
0.022647497,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,19.21189205,0.001980101
0.022647497,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001599565
0.022647497,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
0.022647497,0.037712725,0.125340123,0.849519531,0.351585014,43.86536751,22.62138086,0.001980101
0.0120547,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
0.0120547,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
0.0120547,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
0.0120547,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
0.03185029,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
0.0120547,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
0.0120547,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
0.0120547,0.031986475,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
0.0120547,0.06249665,0.217368052,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
0.0120547,0.06249665,0.100415892,0.950019531,0.331262181,29.65456865,25.66240872,0.00179919
0.0120547,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
0.0120547,0.06249665,0.100415892,0.944785156,0.785138789,29.65456865,25.66240872,0.00179919
0.0120547,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
0.0120547,0.06249665,0.100415892,0.944785156,0.331262181,35.25546679,25.66240872,0.00179919
0.0120547,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
0.0120547,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
0.0120547,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,35.56315854,0.00179919
0.0120547,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.000981976
0.0120547,0.06249665,0.100415892,0.944785156,0.331262181,29.65456865,25.66240872,0.00179919
0.03185029,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
0.03185029,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
0.03185029,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
0.0120547,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
0.03185029,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
0.03185029,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
0.03185029,0.06249665,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
0.03185029,0.031986475,0.100415892,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
0.03185029,0.031986475,0.217368052,0.944785156,0.785138789,35.25546679,35.56315854,0.000981976
0.03185029,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
0.03185029,0.031986475,0.217368052,0.950019531,0.331262181,35.25546679,35.56315854,0.000981976
0.03185029,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
0.03185029,0.031986475,0.217368052,0.950019531,0.785138789,29.65456865,35.56315854,0.000981976
0.03185029,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
0.03185029,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
0.03185029,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,25.66240872,0.000981976
0.03185029,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.00179919
0.03185029,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
0.03185029,0.031986475,0.217368052,0.950019531,0.785138789,35.25546679,35.56315854,0.000981976
0.02432509,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
0.02432509,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
0.02432509,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
0.02432509,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
0.0195799,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
0.02432509,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
0.02432509,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
0.02432509,0.054891475,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
0.02432509,0.03959165,0.094664146,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
0.02432509,0.03959165,0.223119798,0.816019531,0.678105201,42.46675524,40.16164893,0.00100069
0.02432509,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
0.02432509,0.03959165,0.223119798,0.810785156,0.438295769,42.46675524,40.16164893,0.00100069
0.02432509,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
0.02432509,0.03959165,0.223119798,0.810785156,0.678105201,49.07164618,40.16164893,0.00100069
0.02432509,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
0.02432509,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
0.02432509,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,12.49125931,0.00100069
0.02432509,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.001780476
0.02432509,0.03959165,0.223119798,0.810785156,0.678105201,42.46675524,40.16164893,0.00100069
0.0195799,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
0.0195799,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
0.0195799,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
0.02432509,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
0.0195799,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
0.0195799,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
0.0195799,0.03959165,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
0.0195799,0.054891475,0.223119798,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
0.0195799,0.054891475,0.094664146,0.810785156,0.438295769,49.07164618,12.49125931,0.001780476
0.0195799,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
0.0195799,0.054891475,0.094664146,0.816019531,0.678105201,49.07164618,12.49125931,0.001780476
0.0195799,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
0.0195799,0.054891475,0.094664146,0.816019531,0.438295769,42.46675524,12.49125931,0.001780476
0.0195799,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
0.0195799,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
0.0195799,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,40.16164893,0.001780476
0.0195799,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.00100069
0.0195799,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
0.0195799,0.054891475,0.094664146,0.816019531,0.438295769,49.07164618,12.49125931,0.001780476
0.018189895,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
0.018189895,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
0.018189895,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
0.018189895,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
0.013444705,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
0.018189895,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
0.018189895,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
0.018189895,0.020533975,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
0.018189895,0.05104415,0.156016099,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
0.018189895,0.05104415,0.284471751,1.017019531,0.851526711,17.93895721,33.98683882,0.00139994
0.018189895,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
0.018189895,0.05104415,0.284471751,0.877785156,0.611717279,17.93895721,33.98683882,0.00139994
0.018189895,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
0.018189895,0.05104415,0.284471751,0.877785156,0.851526711,27.5106263,33.98683882,0.00139994
0.018189895,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
0.018189895,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
0.018189895,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,27.94452801,0.00139994
0.018189895,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.002179726
0.018189895,0.05104415,0.284471751,0.877785156,0.851526711,17.93895721,33.98683882,0.00139994
0.013444705,0.020533975,0.156016099,1.017019531,0.611717279,27.5106263,27.94452801,0.002179726
0.013444705,0.020533975,0.156016099,1.017019531,0.611717279,27.5106263,27.94452801,0.002179726
0.013444705,0.020533975,0.156016099,1.017019531,0.611717279,27.5106263,27.94452801,0.002179726
0.018189895,0.020533975,0.156016099,1.017019531,0.611717279,27.5106263,27.94452801,0.002179726
0.013444705,0.020533975,0.156016099,1.017019531,0.611717279,27.5106263,27.94452801,0.002179726
0.013444705,0.020533975,0.156016099,1.017019531,0.611717279,27.5106263,27.94452801,0.002179726
0.013444705,0.05104415,0.156016099,1.017019531,0.611717279,27.5106263,27.94452801,0.002179726
0.013444705,0.020533975,0.284471751,1.017019531,0.611717279,27.5106263,27.94452801,0.002179726
0.013444705,0.020533975,0.156016099,0.877785156,0.611717279,27.5106263,27.94452801,0.002179726
0.013444705,0.020533975,0.156016099,1.017019531,0.611717279,27.5106263,27.94452801,0.002179726
0.013444705,0.020533975,0.156016099,1.017019531,0.851526711,27.5106263,27.94452801,0.002179726
0.013444705,0.020533975,0.156016099,1.017019531,0.611717279,27.5106263,27.94452801,0.002179726
0.013444705,0.020533975,0.156016099,1.017019531,0.611717279,17.93895721,27.94452801,0.002179726
0.013444705,0.020533975,0.156016099,1.017019531,0.611717279,27.5106263,27.94452801,0.002179726
0.013444705,0.020533975,0.156016099,1.017019531,0.611717279,27.5106263,27.94452801,0.002179726
0.013444705,0.020533975,0.156016099,1.017019531,0.611717279,27.5106263,33.98683882,0.002179726
0.013444705,0.020533975,0.156016099,1.017019531,0.611717279,27.5106263,27.94452801,0.00139994
0.013444705,0.020533975,0.156016099,1.017019531,0.611717279,27.5106263,27.94452801,0.002179726
0.013444705,0.020533975,0.156016099,1.017019531,0.611717279,27.5106263,27.94452801,0.002179726
0.030460285,0.02813915,0.161767845,1.011785156,0.504683691,36.80858601,46.17229913,0.00219844
0.030460285,0.02813915,0.161767845,1.011785156,0.504683691,36.80858601,46.17229913,0.00219844
0.030460285,0.02813915,0.161767845,1.011785156,0.504683691,36.80858601,46.17229913,0.00219844
0.030460285,0.02813915,0.161767845,1.011785156,0.504683691,36.80858601,46.17229913,0.00219844
0.025715095,0.02813915,0.161767845,1.011785156,0.504683691,36.80858601,46.17229913,0.00219844
0.030460285,0.02813915,0.161767845,1.011785156,0.504683691,36.80858601,46.17229913,0.00219844
0.030460285,0.02813915,0.161767845,1.011785156,0.504683691,36.80858601,46.17229913,0.00219844
0.030460285,0.043438975,0.161767845,1.011785156,0.504683691,36.80858601,46.17229913,0.00219844
0.030460285,0.02813915,0.278720005,1.011785156,0.504683691,36.80858601,46.17229913,0.00219844
0.030460285,0.02813915,0.161767845,0.883019531,0.504683691,36.80858601,46.17229913,0.00219844
0.030460285,0.02813915,0.161767845,1.011785156,0.504683691,36.80858601,46.17229913,0.00219844
0.030460285,0.02813915,0.161767845,1.011785156,0.264874259,36.80858601,46.17229913,0.00219844
0.030460285,0.02813915,0.161767845,1.011785156,0.504683691,36.80858601,46.17229913,0.00219844
0.030460285,0.02813915,0.161767845,1.011785156,0.504683691,41.18782046,46.17229913,0.00219844
0.030460285,0.02813915,0.161767845,1.011785156,0.504683691,36.80858601,46.17229913,0.00219844
0.030460285,0.02813915,0.161767845,1.011785156,0.504683691,36.80858601,46.17229913,0.00219844
0.030460285,0.02813915,0.161767845,1.011785156,0.504683691,36.80858601,41.43929163,0.00219844
0.030460285,0.02813915,0.161767845,1.011785156,0.504683691,36.80858601,46.17229913,0.001381226
0.030460285,0.02813915,0.161767845,1.011785156,0.504683691,36.80858601,46.17229913,0.00219844
0.025715095,0.043438975,0.278720005,0.883019531,0.264874259,41.18782046,41.43929163,0.001381226
0.025715095,0.043438975,0.278720005,0.883019531,0.264874259,41.18782046,41.43929163,0.001381226
0.025715095,0.043438975,0.278720005,0.883019531,0.264874259,41.18782046,41.43929163,0.001381226
0.030460285,0.043438975,0.278720005,0.883019531,0.264874259,41.18782046,41.43929163,0.001381226
0.025715095,0.043438975,0.278720005,0.883019531,0.264874259,41.18782046,41.43929163,0.001381226
